t,nu,I12
0.00451,14985181300.625446,0.6590071189447005
0.00452,14988895566.989584,0.6469966392206306
0.00453,14992603523.881023,0.6590071189447005
0.00454,14996305043.988316,0.6590071189447005
0.00455,15000000000.0,0.6482037235521645
0.00456,15003688342.026957,0.6577799165409745
0.00457,15007370186.574385,0.6482037235521645
0.00458,15011045655.92232,0.6299450970944986
0.00459,15014714872.350779,0.6535653014254487
0.0046,15018377958.139791,0.6535653014254487
0.00461,15022035035.56939,0.6254300845799429
0.00462,15025686226.919594,0.632831881684378
0.00463,15029331654.47043,0.6038635299392552
0.00464,15032971440.50193,0.6219209871725784
0.00465,15036605707.294117,0.600099198148979
0.00466,15040234577.127018,0.5891883036371794
0.00467,15043858172.28066,0.5841483962850623
0.00468,15047476615.03507,0.5455447255899809
0.00469,15051090027.670275,0.5346338310781813
0.0047,15054698532.466297,0.5068140340561605
0.00471,15058302251.703167,0.5069967213040165
0.00472,15061901307.660913,0.4849533855951462
0.00473,15065495822.61956,0.4466029559740567
0.00474,15069085918.859133,0.40976453817306613
0.00475,15072671718.659658,0.4298450463229705
0.00476,15076253344.301165,0.4078017106141002
0.00477,15079830918.063677,0.3857583749052299
0.00478,15083404562.227222,0.3376754057364818
0.00479,15086974399.071829,0.3306500356330542
0.0048,15090540550.877522,0.3055050463303894
0.00481,15094103139.924328,0.2865633642153136
0.00482,15097662288.492273,0.25349836065200815
0.00483,15101218118.861383,0.23145502494313808
0.00484,15104770753.31169,0.19606959042763475
0.00485,15108320314.123215,0.1509658824848139
0.00486,15111866923.575983,0.13093073414159553
0.00487,15115410703.950027,0.10892755023757486
0.00488,15118951777.52537,0.08817334283548117
0.00489,15122490266.582035,0.06535653014254492
0.0049,15126026293.400059,0.044086671417740586
0.00491,15129559980.259457,0.02182178902359926
0.00492,15133091449.440262,-0.010910894511799569
0.00493,15136620823.2225,-0.02204333570887023
0.00494,15140148223.886196,-0.044086671417740524
0.00495,15143673773.711378,-0.07624928516630235
0.00496,15147197594.978071,-0.10910894511799622
0.00497,15150719809.966305,-0.11021667854435128
0.00498,15154240540.956099,-0.15096588248481374
0.00499,15157759910.22749,-0.15430334996209186
0.005,15161278040.060497,-0.18517683540387708
0.00501,15164795052.73515,-0.19606959042763455
0.00502,15168311070.531475,-0.21785510047514953
0.00503,15171826215.729496,-0.23145502494313788
0.00504,15175340610.609241,-0.2534983606520081
0.00505,15178854377.45074,-0.2618614682831908
0.00506,15182367638.534018,-0.2755416963608784
0.00507,15185880516.1391,-0.29459415181858967
0.00508,15189393132.546011,-0.3127150422899714
0.00509,15192905610.034779,-0.3158898956889668
0.0051,15196418070.885433,-0.31962836777861897
0.00511,15199930637.378,-0.3306500356330541
0.00512,15203443431.792503,-0.34167170348748926
0.00513,15206956576.408968,-0.3526933713419244
0.00514,15210470193.507425,-0.3485681607602392
0.00515,15213984405.367899,-0.3526933713419244
0.00516,15217499334.270418,-0.36371503919635956
0.00517,15221015102.495007,-0.36371503919635956
0.00518,15224531832.321692,-0.35946091578399675
0.00519,15228049646.0305,-0.3774147062120345
0.0052,15231568665.901463,-0.36371503919635956
0.00521,15235089014.214596,-0.3526933713419244
0.00522,15238610813.249937,-0.3526933713419244
0.00523,15242134185.28751,-0.36663142889169065
0.00524,15245659252.607334,-0.34167170348748926
0.00525,15249186137.489445,-0.34167170348748926
0.00526,15252714962.213863,-0.3306500356330541
0.00527,15256245849.060617,-0.3234983196103152
0.00528,15259778920.309738,-0.3086066999241838
0.00529,15263314298.241245,-0.30499714066520933
0.0053,15266852105.13517,-0.2755416963608784
0.00531,15270392463.271538,-0.2534983606520081
0.00532,15273935494.930376,-0.2614261205701794
0.00533,15277481322.391706,-0.23145502494313788
0.00534,15281030067.935562,-0.22912878474779202
0.00535,15284581853.841967,-0.2094116892342676
0.00536,15288136802.390945,-0.21566554640687685
0.00537,15291695035.862528,-0.19409899176618914
0.00538,15295256676.53674,-0.15430334996209186
0.00539,15298821846.693605,-0.14160581530884714
0.0054,15302390668.613155,-0.11982030526133217
0.00541,15305963264.575413,-0.08817334283548112
0.00542,15309539756.860403,-0.07624928516630235
0.00543,15313120267.74816,-0.05446377511878737
0.00544,15316704919.518702,-0.0533001790889026
0.00545,15320293834.45206,6.046693714488447e-17
0.00546,15323887134.82826,0.01091089451179963
0.00547,15327484942.927326,0.021536524612697422
0.00548,15331087381.02929,0.05510833927217573
0.00549,15334694571.414173,0.08817334283548117
0.0055,15338306636.362005,0.08626621856275081
0.00551,15341923698.152813,0.1076826230634871
0.00552,15345545879.066622,0.11726039399558584
0.00553,15349173301.383457,0.14924050144892742
0.00554,15352806087.383347,0.18306045920792807
0.00555,15356444359.346317,0.23145502494313808
0.00556,15360088239.552395,0.23964061052266444
0.00557,15363737850.281609,0.2587986556882522
0.00558,15367393313.813984,0.29410438564145186
0.00559,15371054752.429543,0.31588989568896686
0.0056,15374722288.408318,0.35269337134192447
0.00561,15378396044.030334,0.3445843938031585
0.00562,15382076141.575615,0.34112114616897676
0.00563,15385762703.324192,0.3876574430285533
0.00564,15389455851.55609,0.39442132525787943
0.00565,15393155708.551332,0.4357102009502992
0.00566,15396862396.589949,0.44149875456029686
0.00567,15400576037.951967,0.4636809247747854
0.00568,15404296754.917408,0.5010667310928438
0.00569,15408024669.766306,0.5119594861166014
0.0057,15411759904.778683,0.49036164761790396
0.00571,15415502582.234566,0.5384131153174351
0.00572,15419252824.413982,0.5223417550712456
0.00573,15423010753.596958,0.5607304206578798
0.00574,15426776492.06352,0.5715136979782236
0.00575,15430550162.093695,0.5543218625245872
0.00576,15434331885.96751,0.6099942813304188
0.00577,15438121785.964989,0.5863019699779287
0.00578,15441919984.366163,0.6208870363541762
0.00579,15445726603.451056,0.6317797913779337
0.0058,15449541765.499691,0.6254300845799429
0.00581,15453365592.792103,0.6426725464016911
0.00582,15457198207.608313,0.6245592137682247
0.00583,15461039732.228348,0.6535653014254487
0.00584,15464890288.932234,0.6362133619002868
0.00585,15468750000.0,0.6426725464016911
0.00586,15472619806.180748,0.6245592137682247
0.00587,15476500460.81885,0.6426725464016911
0.00588,15480391805.087223,0.6254300845799429
0.00589,15484293680.158794,0.6426725464016911
0.0059,15488205927.206486,0.6030226891555273
0.00591,15492128387.403221,0.5969620057957092
0.00592,15496060901.92192,0.6208870363541762
0.00593,15500003311.935507,0.5991015263066612
0.00594,15503955458.616903,0.5991015263066612
0.00595,15507917183.139036,0.5491813776237837
0.00596,15511888326.674826,0.5555305062116312
0.00597,15515868730.397194,0.5555305062116312
0.00598,15519858235.479065,0.5337449961641163
0.00599,15523856683.093359,0.5228522411403589
0.006,15527863914.413004,0.48524747941547286
0.00601,15531879770.61092,0.44772150434678204
0.00602,15535904092.86003,0.45749571099781416
0.00603,15539936722.333252,0.43073049225394816
0.00604,15543977500.203516,0.398425705334902
0.00605,15548026267.643742,0.40303193587902675
0.00606,15552082865.826853,0.38124642583151175
0.00607,15556147135.925772,0.3445843938031585
0.00608,15560218919.113419,0.3122796068841123
0.00609,15564298056.562721,0.2803652103289399
0.0061,15568384389.446598,0.2584382953523688
0.00611,15572477758.937975,0.23723210104756448
0.00612,15576578006.209774,0.2045969838206255
0.00613,15580684972.434917,0.18306045920792807
0.00614,15584798498.78633,0.17428408038011978
0.00615,15588918426.43693,0.1540789086069843
0.00616,15593044596.559643,0.1076826230634871
0.00617,15597176850.327393,0.09803479521381737
0.00618,15601315028.913101,0.05384131153174355
0.00619,15605458973.48969,0.03230478691904613
0.0062,15609608525.230085,0.010892755023757486
0.00621,15613763525.307205,-0.021759706994462186
0.00622,15617923814.893976,-0.0646095738380922
0.00623,15622089235.16332,-0.07615897448061781
0.00624,15626259627.288158,-0.0970494958830946
0.00625,15630434832.441416,-0.13055824196677332
0.00626,15634614691.796013,-0.13055824196677332
0.00627,15638799046.524874,-0.15407890860698412
0.00628,15642987737.800924,-0.18709581759419505
0.00629,15647180606.797081,-0.21785510047514953
0.0063,15651377494.686272,-0.24767003304602014
0.00631,15655578242.641418,-0.2396406105226645
0.00632,15659782691.835442,-0.2641352718976871
0.00633,15663990683.441267,-0.2799748199650662
0.00634,15668202058.631815,-0.28614654455582766
0.00635,15672416658.58001,-0.3158898956889668
0.00636,15676634324.458775,-0.3191634535430386
0.00637,15680854897.441029,-0.33727545841416456
0.00638,15685078218.699701,-0.34815531191139565
0.00639,15689304129.407711,-0.3553526561095071
0.0064,15693532470.73798,-0.35218036253024954
0.00641,15697763083.86343,-0.36318599885931985
0.00642,15701995809.95699,-0.37419163518839016
0.00643,15706230490.191576,-0.38765744302855326
0.00644,15710466965.740116,-0.380794872403089
0.00645,15714705077.77553,-0.3812464258315117
0.00646,15718944667.470741,-0.38765744302855326
0.00647,15723185575.998672,-0.36318599885931985
0.00648,15727427644.532248,-0.3703536708077542
0.00649,15731670714.244387,-0.34815531191139565
0.0065,15735914626.308016,-0.3485681607602392
0.00651,15740159221.896055,-0.33767540573648175
0.00652,15744404342.18143,-0.3191634535430386
0.00653,15748649828.337063,-0.297152180884898
0.00654,15752895521.535873,-0.28614654455582766
0.00655,15757141262.950788,-0.2641352718976871
0.00656,15761386893.754728,-0.2531296355686168
0.00657,15765632255.120617,-0.24767003304602014
0.00658,15769877188.221375,-0.21785510047514953
0.00659,15774121534.229929,-0.18709581759419505
0.0066,15778365134.319199,-0.17609018126512474
0.00661,15782607829.662107,-0.16319780245846668
0.00662,15786849461.431581,-0.1210619996197732
0.00663,15791089870.800537,-0.11845088536983575
0.00664,15795328898.941904,-0.08614609845078962
0.00665,15799566387.028599,-0.05446377511878737
0.00666,15803802176.23355,-0.011005636329070246
0.00667,15808036107.729675,0.010892755023757486
0.00668,15812268022.689901,0.04402254531628123
0.00669,15816497762.28715,0.06527912098338674
0.0067,15820725167.694344,0.09905072696163277
0.00671,15824950080.084404,0.1320676359488437
0.00672,15829172340.630255,0.1524985703326048
0.00673,15833391790.504816,0.16152393459523065
0.00674,15837608270.881018,0.19583736295016024
0.00675,15841821622.931778,0.21536524612697397
0.00676,15846031687.830019,0.27514090822675746
0.00677,15850238306.748665,0.2937560444252401
0.00678,15854441320.860638,0.31588989568896686
0.00679,15858640571.338861,0.3481553119113957
0.0068,15862835899.356258,0.3807948724030891
0.00681,15867027146.08575,0.4182141805046714
0.00682,15871214152.700262,0.4134344328947825
0.00683,15875396760.372715,0.43073049225394816
0.00684,15879574810.276031,0.4678337003809381
0.00685,15883748143.583136,0.4952536348081636
0.00686,15887916601.466951,0.5004732608726312
0.00687,15892080025.100397,0.5228522411403589
0.00688,15896238255.656399,0.5331128213643246
0.00689,15900391134.307882,0.5722930891116554
0.0069,15904538502.22776,0.5491813776237837
0.00691,15908680200.588968,0.5707179022364811
0.00692,15912816070.56442,0.5814861645428299
0.00693,15916945953.327044,0.627321270757007
0.00694,15921069690.049759,0.627321270757007
0.00695,15925187121.905489,0.6030226891555273
0.00696,15929298090.067158,0.6092717958449425
0.00697,15933402435.707687,0.6493325434151477
0.00698,15937500000.0,0.6310315028394047
0.00699,15941593355.871593,0.6317797913779337
0.007,15945685192.792822,0.613790951461876
0.00701,15949775526.750889,0.6310315028394047
0.00702,15953864373.733007,0.6201516493421736
0.00703,15957951749.726387,0.6099942813304188
0.00704,15962037670.718233,0.5991015263066612
0.00705,15966122152.695757,0.6053099980988664
0.00706,15970205211.646164,0.5943043617697961
0.00707,15974286863.55666,0.565752381856018
0.00708,15978367124.414461,0.5548725283587869
0.00709,15982446010.20677,0.5163977794943223
0.0071,15986523536.920797,0.4953400660920402
0.00711,15990599720.543749,0.5172649074663039
0.00712,15994674577.062836,0.473803541479343
0.00713,15998748122.465265,0.4678337003809381
0.00714,16002820372.738247,0.43073049225394816
0.00715,16006891343.868988,0.4243142863920136
0.00716,16010961051.844698,0.3876574430285533
0.00717,16015029512.652584,0.3703536708077543
0.00718,16019096742.279852,0.33350689925674987
0.00719,16023162756.713717,0.31551575141970234
0.0072,16027227571.941381,0.30815781721396834
0.00721,16031291203.950056,0.27199633743077783
0.00722,16035353668.726952,0.20231091224998093
0.00723,16039414982.25927,0.18101502674998315
0.00724,16043475160.534225,0.1849575094529291
0.00725,16047534219.539022,0.13998740998253323
0.00726,16051592175.260874,0.1184508853698358
0.00727,16055649043.686983,0.07453559924999306
0.00728,16059704840.804564,0.06460957383809227
0.00729,16063759582.600819,0.0435194139889245
0.0073,16067813285.06296,0.010647942749998949
0.00731,16071865964.178196,-0.021516574145596722
0.00732,16075917635.933733,-0.05379143536399189
0.00733,16079968316.316782,-0.0646095738380922
0.00734,16084018021.31455,-0.08703882797784893
0.00735,16088066766.914244,-0.11834115780078223
0.00736,16092114569.103073,-0.13998740998253306
0.00737,16096161443.86825,-0.17213259316477406
0.00738,16100207407.196976,-0.17609018126512474
0.00739,16104252475.076464,-0.21516574145596762
0.0074,16108296663.493921,-0.2284769234418534
0.00741,16112339988.436554,-0.2581988897471612
0.00742,16116382465.891577,-0.2611164839335467
0.00743,16120424111.84619,-0.2828761909280089
0.00744,16124464942.28761,-0.31943828249996997
0.00745,16128504973.20304,-0.31943828249996997
0.00746,16132544220.579685,-0.3335068992567498
0.00747,16136582700.404764,-0.33727545841416456
0.00748,16140620428.665476,-0.33727545841416456
0.00749,16144657421.349033,-0.3590351654086268
0.0075,16148693694.442644,-0.3590351654086268
0.00751,16152729263.93352,-0.36991501890585793
0.00752,16156764145.80886,-0.393973881749963
0.00753,16160798356.05588,-0.38729833462074176
0.00754,16164831910.661787,-0.38729833462074176
0.00755,16168864825.61379,-0.380794872403089
0.00756,16172897116.899097,-0.39167472590032004
0.00757,16176928800.504915,-0.38729833462074176
0.00758,16180959892.418451,-0.383325938999964
0.00759,16184990408.626919,-0.38765744302855326
0.0076,16189020365.117523,-0.37688918072220456
0.00761,16193049777.877472,-0.3550234734023466
0.00762,16197078662.893974,-0.33727545841416456
0.00763,16201107036.154238,-0.3370361710776118
0.00764,16205134913.645473,-0.3155157514197023
0.00765,16209162311.354889,-0.31529190197583035
0.00766,16213189245.26969,-0.30463589792247114
0.00767,16217215731.377089,-0.29375604442524006
0.00768,16221241785.66429,-0.2611164839335467
0.00769,16225267424.118502,-0.2611164839335467
0.0077,16229292662.726936,-0.22831482556870478
0.00771,16233317517.4768,-0.2175970699446223
0.00772,16237342004.355303,-0.19583736295016005
0.00773,16241366139.34965,-0.17395415281425122
0.00774,16245389938.447052,-0.17036708399998396
0.00775,16249413417.634716,-0.13055824196677332
0.00776,16253436592.899853,-0.10872134550890707
0.00777,16257459480.229668,-0.09691436075713833
0.00778,16261482095.611372,-0.06527912098338669
0.00779,16265504455.032171,-0.03261640365267208
0.0078,16269526574.479275,6.103444099202805e-17
0.00781,16273548469.939892,5.97204900687397e-17
0.00782,16277570157.401232,0.03263956049169337
0.00783,16281591652.8505,0.07696491199837001
0.00784,16285612972.274908,0.087038827977849
0.00785,16289634131.661661,0.13193984914006288
0.00786,16293655146.99797,0.14133774916157926
0.00787,16297676034.271042,0.17591979885341716
0.00788,16301696809.468086,0.18482628736514212
0.00789,16305717488.576311,0.19166296949998216
0.0079,16309738087.582924,0.2638796982801255
0.00791,16313758622.475132,0.26093122922137685
0.00792,16317779109.240147,0.2937560444252401
0.00793,16321799563.865177,0.31551575141970234
0.00794,16325820002.337427,0.35183959770683404
0.00795,16329840440.644108,0.35903516540862684
0.00796,16333860894.77243,0.3807948724030891
0.00797,16337881380.709595,0.4068145348485269
0.00798,16341901914.442818,0.4134344328947825
0.00799,16345922511.959305,0.43488538203562827
0.008,16349943189.246265,0.48377944684689694
0.00801,16353963962.290907,0.4947744342752355
0.00802,16357984847.080435,0.5001181893409723
0.00803,16362005859.602064,0.527759396560251
0.00804,16366027015.842995,0.5218624584427537
0.00805,16370048331.790443,0.5331128213643246
0.00806,16374069823.431614,0.5607443588452667
0.00807,16378091506.753716,0.5544788620954259
0.00808,16382113397.743958,0.5762231311972073
0.00809,16386135512.389544,0.5937293211302824
0.0081,16390157866.677689,0.587095265748098
0.00811,16394180476.595598,0.5983919423477113
0.00812,16398203358.130482,0.5979674002989886
0.00813,16402226527.269547,0.6267142834152981
0.00814,16406250000.0,0.6267142834152981
0.00815,16410272120.297503,0.591705789003911
0.00816,16414291268.458252,0.591705789003911
0.00817,16418307514.950262,0.5983919423477113
0.00818,16422320930.241554,0.5983919423477113
0.00819,16426331584.80014,0.5979674002989886
0.0082,16430339549.094042,0.587095265748098
0.00821,16434344893.59127,0.604724308558621
0.00822,16438347688.759848,0.5937293211302824
0.00823,16442348005.06779,0.5827343337019438
0.00824,16446345912.98311,0.5544788620954259
0.00825,16450341482.973827,0.5607443588452667
0.00826,16454334785.507957,0.5222329678670935
0.00827,16458325891.05352,0.4948812053487255
0.00828,16462314870.07853,0.5004732608726312
0.00829,16466301793.051003,0.4783739202391911
0.0083,16470286730.438957,0.456953846883707
0.00831,16474269752.710411,0.4617894719902198
0.00832,16478250930.333376,0.4243142863920136
0.00833,16482230333.775873,0.40255457939755135
0.00834,16486208033.50592,0.3958195474201884
0.00835,16490184099.991531,0.35903516540862684
0.00836,16494158603.700724,0.33350689925674987
0.00837,16498131615.101515,0.3152919019758304
0.00838,16502103204.661922,0.2937560444252401
0.00839,16506073442.849958,0.26093122922137685
0.0084,16510042400.133644,0.25288471085178693
0.00841,16514010146.980997,0.20440745438316943
0.00842,16517976753.860033,0.1979097737100943
0.00843,16521942291.238766,0.1630820182633607
0.00844,16525906829.585215,0.1414380954640046
0.00845,16529870439.367395,0.09682458365518551
0.00846,16533833191.05333,0.07530800950958873
0.00847,16537795155.111027,0.07696491199837001
0.00848,16541756402.008505,0.0435194139889245
0.00849,16545717002.213785,0.010872134550890773
0.0085,16549677026.194881,-0.010994987428338512
0.00851,16553636544.419813,-0.043519413988924435
0.00852,16557595627.35659,-0.06596992457003137
0.00853,16561554345.473238,-0.08795989942670851
0.00854,16565512769.23777,-0.10994987428338554
0.00855,16569470969.1182,-0.14133774916157907
0.00856,16573429015.582548,-0.15392982399673982
0.00857,16577386979.09883,-0.19583736295016005
0.00858,16581344930.135063,-0.21744269101781408
0.00859,16585302939.159264,-0.21989974856677125
0.0086,16589261076.639446,-0.2500590946704862
0.00861,16593219413.043634,-0.27971546389275787
0.00862,16597178018.839836,-0.2904737509655562
0.00863,16601136964.496077,-0.31199032511115304
0.00864,16605096320.480364,-0.31199032511115304
0.00865,16609056157.260721,-0.3188546354218183
0.00866,16613016545.305166,-0.33727545841416456
0.00867,16616977555.08171,-0.3550234734023466
0.00868,16620939257.058372,-0.3628345851351726
0.00869,16624901721.70317,-0.38052470928117466
0.0087,16628865019.484121,-0.38729833462074176
0.00871,16632829220.869242,-0.38729833462074176
0.00872,16636794396.326544,-0.39139684383206524
0.00873,16640760616.324053,-0.39139684383206524
0.00874,16644727951.32978,-0.3848245599918496
0.00875,16648696471.81174,-0.39139684383206524
0.00876,16652666248.237955,-0.38729833462074176
0.00877,16656637351.07644,-0.3848245599918496
0.00878,16660609850.795212,-0.39139684383206524
0.00879,16664583817.862286,-0.38729833462074176
0.0088,16668559322.74568,-0.37242473220695255
0.00881,16672536435.913412,-0.3587804401793932
0.00882,16676515227.833494,-0.3656125345764392
0.00883,16680495768.973948,-0.3370361710776118
0.00884,16684478129.80279,-0.3335068992567498
0.00885,16688462380.788036,-0.31184598537402164
0.00886,16692448592.397701,-0.30441976742493965
0.00887,16696436835.099802,-0.274874685708464
0.00888,16700427179.36236,-0.2500590946704862
0.00889,16704419695.653389,-0.23089473599510985
0.0089,16708414454.440905,-0.21744269101781408
0.00891,16712411526.192924,-0.20657055646692335
0.00892,16716410981.377466,-0.17395415281425122
0.00893,16720412890.462547,-0.17213259316477406
0.00894,16724417323.91618,-0.13046561461068837
0.00895,16728424352.206385,-0.10758287072798385
0.00896,16732434045.80118,-0.09576635971035925
0.00897,16736446475.16858,-0.06454972243679029
0.00898,16740461710.7766,-0.0430331482911935
0.00899,16744479823.093258,-0.021516574145596722
0.009,16748500882.586575,0.01075828707279833
0.00901,16752524959.724562,0.04348853820356285
0.00902,16756552124.975239,0.07610494185623498
0.00903,16760582448.806622,0.09682458365518551
0.00904,16764616001.686726,0.11834115780078229
0.00905,16768652854.08357,0.15220988371246996
0.00906,16772693076.46517,0.17213259316477425
0.00907,16776736739.299541,0.21744269101781424
0.00908,16780783913.054707,0.23918696011959542
0.00909,16784834668.198675,0.24473625259314022
0.0091,16788889075.199469,0.318700562141297
0.00911,16792947204.5251,0.3010926755335382
0.00912,16797009126.64359,0.36265926036768287
0.00913,16801074912.022953,0.35502347340234663
0.00914,16805144631.131208,0.3913968438320654
0.00915,16809218354.436367,0.3980566216935402
0.00916,16813296152.406452,0.42401324748473757
0.00917,16817378095.509478,0.4149875587448901
0.00918,16821464254.21346,0.45184805705753217
0.00919,16825554698.986416,0.4783739202391911
0.0092,16829649500.296366,0.4838989428217577
0.00921,16833748728.61132,0.5218624584427537
0.00922,16837852454.399302,0.5161588723432082
0.00923,16841960748.128323,0.5269121821836917
0.00924,16846073680.266403,0.5714630769430153
0.00925,16850191321.281559,0.5652173913043478
0.00926,16854313741.641804,0.5652173913043478
0.00927,16858441011.815159,0.5426760383587023
0.00928,16862573202.26964,0.5594309277855158
0.00929,16866710383.473263,0.6044321006128047
0.0093,16870852625.894041,0.5934424260562083
0.00931,16875000000.0,0.6044321006128047
0.00932,16879152712.152239,0.587095265748098
0.00933,16883310871.065645,0.5762231311972073
0.00934,16887474400.7389,0.5824527514996118
0.00935,16891643225.170681,0.5652173913043478
0.00936,16895817268.359674,0.5376654920241754
0.00937,16899996454.304558,0.5376654920241754
0.00938,16904180707.004017,0.5494837278298224
0.00939,16908369950.45673,0.5108695652173912
0.0094,16912564108.66138,0.4946522526622412
0.00941,16916763105.616646,0.5055250296034368
0.00942,16920966865.32121,0.4782608695652175
0.00943,16925175311.773756,0.45662965113740966
0.00944,16929388368.972963,0.4347826086956522
0.00945,16933605960.917515,0.43958698226385806
0.00946,16937828011.606089,0.4021739130434783
0.00947,16942054445.03737,0.39562828403747224
0.00948,16946285185.21004,0.3736489349242793
0.00949,16950520156.122774,0.35166958581108637
0.0095,16954759281.774261,0.318700562141297
0.00951,16959002486.163181,0.2967212130281041
0.00952,16963249693.288212,0.2747418639149112
0.00953,16967500827.148037,0.22831482556870472
0.00954,16971755811.741337,0.19565217391304357
0.00955,16976014571.066797,0.16129964760725274
0.00956,16980277029.123093,0.14133774916157926
0.00957,16984543109.90891,0.13187609467915745
0.00958,16988812737.422928,0.0752731688833846
0.00959,16993085835.663828,0.06521739130434782
0.0096,16997362328.630295,0.03260869565217382
0.00961,17001642140.321003,0.02197934911319292
0.00962,17005925194.73464,0.0
0.00963,17010211415.869884,-0.03296902366978938
0.00964,17014500727.725422,-0.06593804733957875
0.00965,17018793054.299927,-0.08697707640712564
0.00966,17023088319.592087,-0.12088642012256093
0.00967,17027386447.600578,-0.1538554437923503
0.00968,17031687362.324087,-0.1758347929055432
0.00969,17035990987.761292,-0.18478260869565222
0.0097,17040297247.910873,-0.21739130434782614
0.00971,17044606066.771517,-0.2391869601195955
0.00972,17048917368.341898,-0.24177284024512197
0.00973,17053231076.620705,-0.2637521893583148
0.00974,17057547115.606613,-0.29347826086956524
0.00975,17061865409.298307,-0.31529190197583035
0.00976,17066185881.694468,-0.3370361710776118
0.00977,17070508456.793776,-0.3548592247359557
0.00978,17074833058.594915,-0.3587804401793932
0.00979,17079159611.096563,-0.3586956521739131
0.0098,17083488038.297405,-0.3696525747302839
0.00981,17087818264.19612,-0.38052470928117466
0.00982,17092150212.791388,-0.3978724640978897
0.00983,17096483808.081894,-0.39139684383206524
0.00984,17100818974.066317,-0.3846386094808757
0.00985,17105155634.74334,-0.3978724640978897
0.00986,17109493714.111645,-0.39562828403747213
0.00987,17113833136.169909,-0.3913043478260869
0.00988,17118173824.916817,-0.4021739130434782
0.00989,17122515704.351048,-0.39139684383206524
0.0099,17126858698.471287,-0.38052470928117466
0.00991,17131202731.276213,-0.38052470928117466
0.00992,17135547726.76451,-0.3626592603676829
0.00993,17139893608.934855,-0.3656125345764392
0.00994,17144240301.785933,-0.3548592247359557
0.00995,17148587729.316423,-0.3441059148954722
0.00996,17152935815.52501,-0.3077108875847006
0.00997,17157284484.41037,-0.29672121302810417
0.00998,17161633659.971188,-0.28267549832315825
0.00999,17165983266.206146,-0.2637521893583148
0.01,17170333227.113922,-0.25807943617160417
0.01001,17174683466.693201,-0.23657281649063716
0.01002,17179033908.942663,-0.22581950665015366
0.01003,17183384477.86099,-0.19565217391304351
0.01004,17187735097.44686,-0.1630820182633605
0.01005,17192085691.69896,-0.14133774916157907
0.01006,17196436184.615963,-0.09784921095801635
0.01007,17200786500.196564,-0.06521739130434788
0.01008,17205136562.43943,-0.054360672754453505
0.01009,17209486295.343254,-0.021739130434782625
0.0101,17213835622.90671,-0.010872134550890653
0.01011,17218184469.128483,0.03260869565217382
0.01012,17222532758.00725,0.05436067275445356
0.01013,17226880413.541695,0.07610494185623498
0.01014,17231227359.730503,0.09784921095801641
0.01015,17235573520.572346,0.11959348005979784
0.01016,17239918820.06592,0.16484511834894683
0.01017,17244263182.209892,0.18482628736514212
0.01018,17248606531.002953,0.21979349113192911
0.01019,17252948790.443775,0.25276251480171824
0.0102,17257289884.53105,0.26093122922137685
0.01021,17261629737.26346,0.293547632874049
0.01022,17265968272.639668,0.3010926755335382
0.01023,17270305414.65838,0.33703617107761186
0.01024,17274641087.318256,0.3736489349242793
0.01025,17278975214.617996,0.3805247092811747
0.01026,17283307720.556267,0.4176076331506651
0.01027,17287638529.131756,0.4239130434782609
0.01028,17291967564.343143,0.461566331377051
0.01029,17296294750.189114,0.45652173913043487
0.0103,17300620010.66835,0.45163901330030737
0.01031,17304943269.779522,0.5055250296034368
0.01032,17309264451.521324,0.5001181893409723
0.01033,17313583479.892433,0.5108695652173912
0.01034,17317900278.89153,0.5054055625027247
0.01035,17322214772.517292,0.5327345929936445
0.01036,17326526884.76841,0.560473402386419
0.01037,17330836539.643555,0.5269121821836917
0.01038,17335143661.141415,0.5376654920241754
0.01039,17339448173.26067,0.560473402386419
0.0104,17343750000.0,0.5543478260869565
0.01041,17348050458.715595,0.5652173913043478
0.01042,17352350917.431194,0.5824527514996118
0.01043,17356651376.14679,0.5543478260869565
0.01044,17360951834.862385,0.5543478260869565
0.01045,17365252293.57798,0.5269121821836917
0.01046,17369552752.29358,0.5
0.01047,17373853211.009174,0.5326086956521738
0.01048,17378153669.72477,0.5217391304347825
0.01049,17382454128.44037,0.516514704160033
0.0105,17386754587.155964,0.5055250296034368
0.01051,17391055045.87156,0.4782608695652175
0.01052,17395355504.587154,0.4408857034598239
0.01053,17399655963.302753,0.461566331377051
0.01054,17403956422.01835,0.4239130434782609
0.01055,17408256880.733944,0.3978724640978898
0.01056,17412557339.449543,0.3804347826086957
0.01057,17416857798.16514,0.358695652173913
0.01058,17421158256.880733,0.33695652173913043
0.01059,17425458715.596333,0.3043478260869565
0.0106,17429759174.311928,0.2688327460120876
0.01061,17434059633.027523,0.2473261263311206
0.01062,17438360091.74312,0.2258195066501536
0.01063,17442660550.458717,0.21739130434782622
0.01064,17446961009.174313,0.1720529574477362
0.01065,17451261467.889908,0.1505463377667692
0.01066,17455561926.605503,0.11828640824531861
0.01067,17459862385.321102,0.09677978856435164
0.01068,17464162844.036697,0.07608695652173914
0.01069,17468463302.752293,0.054347826086956506
0.0107,17472763761.46789,0.021739130434782507
0.01071,17477064220.183487,-0.010869565217391313
0.01072,17481364678.899082,-0.05319148936170206
0.01073,17485665137.614677,-0.07608695652173919
0.01074,17489965596.330276,-0.08791739645277168
0.01075,17494266055.04587,-0.11956521739130432
0.01076,17498566513.761467,-0.15217391304347827
