t,nu,I12
-0.0157,6516904462.595887,0.42905816516051637
-0.01569,6521451291.548771,0.43424358730204354
-0.01568,6526000879.724891,0.43424358730204354
-0.01567,6530553252.814494,0.47673129462279606
-0.01566,6535108436.507827,0.4724555912615339
-0.01565,6539666456.495137,0.5124861417195058
-0.01564,6544227338.466673,0.5124861417195058
-0.01563,6548791108.1126795,0.507889760606149
-0.01562,6553357791.1234045,0.5124861417195058
-0.01561,6557927413.189096,0.5163977794943221
-0.0156,6562500000.0,0.5163977794943221
-0.01559,6567077673.7440195,0.5197011503876874
-0.01558,6571662440.016589,0.5363227064506456
-0.01557,6576254149.619249,0.5244044240850757
-0.01556,6580852653.353542,0.5244044240850757
-0.01555,6585457802.021009,0.5046614663239967
-0.01554,6590069446.423193,0.4811888399833456
-0.01553,6594687437.361632,0.4694525268130201
-0.01552,6599311625.637871,0.45771621364269455
-0.01551,6603941862.0534525,0.4488328116984572
-0.0155,6608577997.409915,0.4409764475260863
-0.01549,6613219882.5088,0.42905816516051637
-0.01548,6617867368.151651,0.399034647791067
-0.01547,6622520305.14001,0.3638257082800904
-0.01546,6627178544.275418,0.3543416934461503
-0.01545,6631841936.359416,0.3286167687691139
-0.01544,6636510332.193544,0.3217936238703872
-0.01543,6641183582.579349,0.2816715160878121
-0.01542,6645861538.318367,0.2480391854123053
-0.01541,6650544050.212141,0.23836564731139803
-0.0154,6655230969.062215,0.20079362628615186
-0.01539,6659922145.670129,0.1512036841897514
-0.01538,6664617430.837424,0.12794157892978958
-0.01537,6669316675.365643,0.10562681853292938
-0.01536,6674019730.056325,0.07150969419341949
-0.01535,6678726445.711014,0.047673129462279654
-0.01534,6683436673.131253,0.023836564731139827
-0.01533,6688150263.11858,-0.011918282365569913
-0.01532,6692867066.474538,-0.04724555912615344
-0.01531,6697586934.000669,-0.09304842103984709
-0.0153,6702309716.498516,-0.10562681853292957
-0.01529,6707035264.769618,-0.1290994448735806
-0.01528,6711763429.615518,-0.16430838438455714
-0.01527,6716494061.837757,-0.19772789470967514
-0.01526,6721227012.237878,-0.21260501606769042
-0.01525,6725962131.617419,-0.22644736494582818
-0.01524,6730699270.7779255,-0.2907763157495222
-0.01523,6735438280.520939,-0.2934078292581377
-0.01522,6740179011.648,-0.30987534150481755
-0.01521,6744921314.960648,-0.32179362387038746
-0.0152,6749665041.2604265,-0.36056263152940754
-0.01519,6754410041.348879,-0.3779644730092272
-0.01518,6759156166.027544,-0.3813850356982369
-0.01517,6763903266.097966,-0.39330331806380686
-0.01516,6768651192.361684,-0.41339864235384227
-0.01515,6773399795.620241,-0.4171398827949467
-0.01514,6778148926.675178,-0.4342435873020437
-0.01513,6782898436.328037,-0.4342435873020437
-0.01512,6787648175.38036,-0.44597990047236924
-0.01511,6792397994.633687,-0.4536110525692546
-0.0151,6797147744.889562,-0.44597990047236924
-0.01509,6801897276.949525,-0.4290581651605166
-0.01508,6806646441.615117,-0.4409764475260865
-0.01507,6811395089.687881,-0.4290581651605166
-0.01506,6816143071.969358,-0.4171398827949467
-0.01505,6820890239.261091,-0.4303489473092928
-0.01504,6825636442.36462,-0.40522160042937677
-0.01503,6830381532.081487,-0.3954557894193501
-0.01502,6835125359.213233,-0.369466753332667
-0.01501,6839867774.561399,-0.35754847096709724
-0.015,6844608628.927531,-0.3337119062359574
-0.01499,6849347773.113167,-0.32179362387038746
-0.01498,6854085057.9198475,-0.314038421009484
-0.01497,6858820334.149115,-0.2699352029174866
-0.01496,6863553452.602513,-0.25819888974716115
-0.01495,6868284264.081583,-0.22644736494582818
-0.01494,6873012619.387864,-0.19069251784911856
-0.01493,6877738369.3229,-0.17717084672307534
-0.01492,6882461364.688231,-0.16430838438455714
-0.01491,6887181456.2854,-0.10726454129012916
-0.0149,6891898494.915948,-0.08342797655898933
-0.01489,6896612331.381415,-0.047673129462279654
-0.01488,6901322816.483346,-0.023836564731139827
-0.01487,6906029801.023282,0.011918282365569913
-0.01486,6910733135.80276,0.047673129462279654
-0.01485,6915432671.623327,0.05868156585162757
-0.01484,6920128259.286522,0.10726454129012897
-0.01483,6924819749.593889,0.1173631317032549
-0.01482,6929506993.346966,0.16685595311797854
-0.01481,6934189841.347297,0.19069251784911836
-0.0148,6938868144.396422,0.2264473649458281
-0.01479,6943541753.295887,0.23262105259961766
-0.01478,6948210518.847227,0.24425210522959853
-0.01477,6952874291.851989,0.3098753415048172
-0.01476,6957532923.111711,0.31688045559878836
-0.01475,6962186263.4279375,0.3575484709670969
-0.01474,6966834163.602208,0.36615308322768864
-0.01473,6971476474.436065,0.40522160042937655
-0.01472,6976113046.73105,0.3954557894193499
-0.01471,6980743731.288705,0.4409764475260863
-0.0147,6985368378.91057,0.4648130122572261
-0.01469,6989986840.398189,0.4724555912615339
-0.01468,6994598966.553102,0.4811888399833456
-0.01467,6999204608.17685,0.4960783708246106
-0.01466,7003803616.070978,0.5244044240850757
-0.01465,7008395841.037024,0.5363227064506456
-0.01464,7012981133.876531,0.5363227064506456
-0.01463,7017559345.391041,0.5520176648479171
-0.01462,7022130326.382095,0.5352593265785324
-0.01461,7026693927.651234,0.5233973683491397
-0.0146,7031250000.0,0.5398704058349731
-0.01459,7035798599.565797,0.5398704058349731
-0.01458,7040339974.574195,0.5433239299507641
-0.01457,7044874263.95899,0.5315125401692257
-0.01456,7049401606.653978,0.5691223886433672
-0.01455,7053922141.5929575,0.5363227064506456
-0.01454,7058436007.70972,0.5280168968110511
-0.01453,7062943343.938068,0.4960783708246106
-0.01452,7067444289.211792,0.5040161287741852
-0.01451,7071938982.464691,0.4724555912615339
-0.0145,7076427562.63056,0.4638914163680613
-0.01449,7080910168.643197,0.43702142191691884
-0.01448,7085386939.436396,0.4440142086820202
-0.01447,7089858013.9439535,0.42905816516051637
-0.01446,7094323531.099665,0.37796447300922703
-0.01445,7098783629.837329,0.36615308322768864
-0.01444,7103238449.090738,0.3449448993506096
-0.01443,7107688127.793693,0.32401036849769027
-0.01442,7112132804.879986,0.28347335475692037
-0.01441,7116572619.283416,0.2598505751938437
-0.0144,7121007709.937776,0.2520080643870926
-0.01439,7125438215.776864,0.21600691233179362
-0.01438,7129864275.734476,0.17717084672307515
-0.01437,7134286028.744409,0.1549376707524086
-0.01436,7138703613.740457,0.1189465170174516
-0.01435,7143117169.656418,0.09534625892455904
-0.01434,7147526835.426086,0.0590569489076918
-0.01433,7151932749.983261,0.03543416934461508
-0.01432,7156335052.261736,0.024000768036865985
-0.01431,7160733881.195308,0.0
-0.0143,7165129375.717772,-0.03600115205529898
-0.01429,7169521674.762925,-0.06000192009216496
-0.01428,7173910917.2645645,-0.09600307214746388
-0.01427,7178297242.156485,-0.10898088293170866
-0.01426,7182680788.37248,-0.14400460822119585
-0.01425,7187061694.846352,-0.16800537625806183
-0.01424,7191440100.511893,-0.2040065283133608
-0.01423,7195816144.3029,-0.22800729635022668
-0.01422,7200189965.153168,-0.24978768573664828
-0.01421,7204561701.996495,-0.28097574347450816
-0.0142,7208931493.766675,-0.30000960046082464
-0.01419,7213299479.397508,-0.31890752410153556
-0.01418,7217665797.822785,-0.34253030366461223
-0.01417,7222030587.976306,-0.36292700198790645
-0.01416,7226393988.791864,-0.37201190457142247
-0.01415,7230756139.2032585,-0.3897758627907656
-0.01414,7235117178.144283,-0.4044181578593354
-0.01413,7239477244.548736,-0.42146361521176223
-0.01412,7243836477.3504095,-0.42001344064515445
-0.01411,7248195015.483106,-0.42001344064515445
-0.0141,7252552997.880615,-0.42001344064515445
-0.01409,7256910563.476737,-0.43317093785653343
-0.01408,7261267851.205266,-0.4448782605013046
-0.01407,7265625000.0,-0.437021421916919
-0.01406,7269982148.794733,-0.4401021129645709
-0.01405,7274339436.523263,-0.4320138246635874
-0.01404,7278697002.119384,-0.437021421916919
-0.01403,7283054984.516894,-0.4282074612628257
-0.01402,7287413522.64959,-0.40801305662672144
-0.01401,7291772755.451264,-0.40158725257230393
-0.014,7296132821.855717,-0.3840122885898554
-0.01399,7300493860.7967415,-0.3687342027541
-0.01398,7304856011.208137,-0.3600115205529896
-0.01397,7309219412.023695,-0.35434169344615063
-0.01396,7313584202.177215,-0.3360107525161236
-0.01395,7317950520.602492,-0.3120099844792576
-0.01394,7322318506.233325,-0.2834733547569205
-0.01393,7326688298.003505,-0.2616823374383935
-0.01392,7331060034.846832,-0.24803918541230538
-0.01391,7335433855.6971,-0.2378930340349031
-0.0139,7339809899.488108,-0.20079362628615208
-0.01389,7344188305.153648,-0.17717084672307534
-0.01388,7348569211.62752,-0.15354806715999864
-0.01387,7352952757.843515,-0.1299252875969219
-0.01386,7357339082.7354355,-0.08400268812903089
-0.01385,7361728325.237075,-0.07086833868923023
-0.01384,7366120624.282228,-0.024000768036865985
-0.01383,7370516118.804692,0.0
-0.01382,7374914947.738264,0.02378930340349048
-0.01381,7379317250.016739,0.047578606806980825
-0.0138,7383723164.573914,0.0708683386892299
-0.01379,7388132830.343582,0.10630250803384499
-0.01378,7392546386.259543,0.14173667737846007
-0.01377,7396963971.255591,0.1546304721226871
-0.01376,7401385724.265524,0.19200614429492763
-0.01375,7405811784.223136,0.2400076803686596
-0.01374,7410242290.062224,0.2497876857366485
-0.01373,7414677380.716586,0.2692684208297371
-0.01372,7419117195.120014,0.32401036849769027
-0.01371,7423561872.206307,0.3480111365345563
-0.0137,7428011550.909261,0.34253030366461196
-0.01369,7432466370.162672,0.36292700198790634
-0.01368,7436926468.900334,0.4200134406451542
-0.01367,7441391986.056047,0.43201382466358723
-0.01366,7445863060.563604,0.4560145927004532
-0.01365,7450339831.356803,0.4488328116984572
-0.01364,7454822437.369439,0.49201574475575216
-0.01363,7459311017.535309,0.5040161287741852
-0.01362,7463805710.788207,0.507889760606149
-0.01361,7468306656.061933,0.5400172808294842
-0.0136,7472813992.290279,0.5315125401692257
-0.01359,7477327858.407044,0.5640180488663501
-0.01358,7481848393.346023,0.5640180488663501
-0.01357,7486375736.04101,0.5385368416594741
-0.01356,7490910025.425807,0.5551353197323025
-0.01355,7495451400.434204,0.5880188169032161
-0.01354,7500000000.0,0.5669467095138407
-0.01353,7504555853.563565,0.5669467095138407
-0.01352,7509118807.316905,0.5880188169032161
-0.01351,7513688725.321274,0.5551353197323025
-0.0135,7518265471.6379175,0.5640180488663501
-0.01349,7522848910.32809,0.5471539782802776
-0.01348,7527438905.453039,0.5151221963699317
-0.01347,7532035321.07402,0.5400172808294842
-0.01346,7536638021.252281,0.5280168968110511
-0.01345,7541246870.049073,0.5040161287741852
-0.01344,7545861731.525647,0.49201574475575216
-0.01343,7550482469.743254,0.4800153607373192
-0.01342,7555108948.763144,0.4214636152117623
-0.01341,7559741032.646568,0.41631280956108063
-0.0134,7564378585.454778,0.4015872525723037
-0.01339,7569021471.249023,0.38401228858985526
-0.01338,7573669554.090556,0.37201190457142225
-0.01337,7578322698.040626,0.33071891388307356
-0.01336,7582980767.160484,0.2952847445384585
-0.01335,7587643625.511382,0.2880092164423916
-0.01334,7592311137.154571,0.2378930340349033
-0.01333,7596983166.1512985,0.21600691233179362
-0.01332,7601659576.562819,0.19031442722792263
-0.01331,7606340232.45038,0.1535480671599984
-0.0133,7611024997.8752365,0.14400460822119565
-0.01329,7615713736.898635,0.10800345616589667
-0.01328,7620406313.581829,0.07200230411059796
-0.01327,7625102591.98607,0.02362277956307672
-0.01326,7629802436.172606,-0.01181138978153836
-0.01325,7634505710.202689,-0.03543416934461508
-0.01324,7639212278.13757,-0.07024393586862698
-0.01323,7643922004.038501,-0.08400268812903089
-0.01322,7648634751.96673,-0.11811389781538353
-0.01321,7653350385.983511,-0.15354806715999864
-0.0132,7658068770.150091,-0.15600499223962885
-0.01319,7662789768.527724,-0.21260501606769042
-0.01318,7667513245.17766,-0.2378930340349031
-0.01317,7672239064.16115,-0.25200806438709267
-0.01316,7676967089.539444,-0.2760088324239586
-0.01315,7681697185.373793,-0.30926094424537415
-0.01314,7686429215.725448,-0.32780503405359285
-0.01313,7691163044.655661,-0.3449448993506097
-0.01312,7695898536.22568,-0.3480111365345566
-0.01311,7700635554.496758,-0.3863416472774487
-0.0131,7705373963.530146,-0.3897758627907656
-0.01309,7710113627.387093,-0.40975629256699103
-0.01308,7714854410.128851,-0.40801305662672144
-0.01307,7719596175.816669,-0.40801305662672144
-0.01306,7724338788.511801,-0.41339864235384227
-0.01305,7729082112.2754965,-0.4282074612628257
-0.01304,7733826011.169006,-0.41339864235384227
-0.01303,7738570349.253579,-0.42521003213538067
-0.01302,7743314990.590469,-0.42521003213538067
-0.01301,7748059799.240925,-0.4362916333388348
-0.013,7752804639.266197,-0.43808582711518057
-0.01299,7757549374.727539,-0.42146361521176223
-0.01298,7762293869.686198,-0.4044181578593354
-0.01297,7767037988.203428,-0.3954557894193501
-0.01296,7771781594.340478,-0.3863416472774487
-0.01295,7776524552.1586,-0.3746343246326776
-0.01294,7781266725.719042,-0.33951235669836405
-0.01293,7786007979.083058,-0.31890752410153556
-0.01292,7790748176.311898,-0.3043903887640505
-0.01291,7795487181.466812,-0.28097574347450816
-0.0129,7800224858.60905,-0.2766857855464298
-0.01289,7804961071.799865,-0.2536286367508939
-0.01288,7809695685.100508,-0.21073180760588114
-0.01287,7814428562.5722275,-0.19902448496110997
-0.01286,7819159568.276275,-0.1639025170267964
-0.01285,7823888566.273902,-0.160002612308873
-0.01284,7828615420.62636,-0.12681431837544693
-0.01283,7833339995.394898,-0.08195125851339824
-0.01282,7838062154.640767,-0.035683955105235386
-0.01281,7842781762.425219,-0.023414645289542242
-0.0128,7847498682.809504,1.2885202500607366e-16
-0.01279,7852212779.854873,0.034817875908197383
-0.01278,7856923917.622577,0.057143790110311725
-0.01277,7861631960.173866,0.09143006417649883
-0.01276,7866336771.569992,0.1392715036327889
-0.01275,7871038215.872207,0.1485738542868107
-0.01274,7875736157.141758,0.19730129681311767
-0.01273,7880430459.439898,0.24585377554019477
-0.01272,7885120986.827877,0.24372513135738066
-0.01271,7889807603.366948,0.2766857855464297
-0.0127,7894490173.118359,0.3017549245377092
-0.01269,7899168560.143361,0.3512196793431352
-0.01268,7903842628.503208,0.37463432463267754
-0.01267,7908512242.259148,0.36572025670599545
-0.01266,7913177265.472433,0.4214636152117623
-0.01265,7917837562.204311,0.4265572527174127
-0.01264,7922492996.516038,0.46829290579084704
-0.01263,7927143432.46886,0.46114297591071646
-0.01262,7931788734.124029,0.5034148737251606
-0.01261,7936428765.542798,0.5151221963699317
-0.0126,7941063390.786416,0.526829519014703
-0.01259,7945692473.916133,0.5222681386229585
-0.01258,7950315878.993202,0.5142941109928063
-0.01257,7954933470.078872,0.54548005589509
-0.01256,7959545111.234395,0.541842996695092
-0.01255,7964150666.52102,0.541842996695092
-0.01254,7968750000.0,0.5570860145311555
-0.01253,7973344056.529541,0.5736588095937875
-0.01252,7977933920.731276,0.5736588095937875
-0.01251,7982519666.311594,0.5257228690148686
-0.0125,7987101366.976889,0.541842996695092
-0.01249,7991679096.433553,0.5142941109928063
-0.01248,7996252928.387974,0.5187858478995561
-0.01247,8000822936.546545,0.526829519014703
-0.01246,8005389194.615656,0.49572869910402023
-0.01245,8009951776.301701,0.5034148737251606
-0.01244,8014510755.311068,0.48000022843561824
-0.01243,8019066205.350149,0.4342928048383697
-0.01242,8023618200.125337,0.44487826050130463
-0.01241,8028166813.34302,0.4214636152117623
-0.0124,8032712118.709593,0.39804896992221994
-0.01239,8037254189.931443,0.3428627406618707
-0.01238,8041793100.714964,0.320005224617746
-0.01237,8046328924.766547,0.3278050340535928
-0.01236,8050861735.792581,0.29268306611927924
-0.01235,8055391607.49946,0.25362863675089414
-0.01234,8059918613.593574,0.24585377554019477
-0.01233,8064442827.781314,0.19730129681311767
-0.01232,8068964323.769071,0.16000261230887305
-0.01231,8073483175.263236,0.15219519438202528
-0.0123,8077999455.970201,0.1287805490924829
-0.01229,8082513239.596356,0.08070002078437533
-0.01228,8087024599.848095,0.058536613223855796
-0.01227,8091533610.431806,0.023414645289542502
-0.01226,8096040345.053881,1.2799288737506032e-16
-0.01225,8100544877.420711,-0.057143790110311725
-0.01224,8105047281.238688,-0.07024393586862698
-0.01223,8109547630.214203,-0.09365858115816929
-0.01222,8114045998.053647,-0.12878054909248285
-0.01221,8118542458.46341,-0.17143137033093536
-0.0122,8123037085.149884,-0.19428888637506012
-0.01219,8127529951.819463,-0.21073180760588114
-0.01218,8132021132.1785345,-0.2190429135575903
-0.01217,8136510699.933491,-0.2536286367508939
-0.01216,8140998728.790722,-0.25756109818496575
-0.01215,8145485292.456621,-0.28097574347450816
-0.01214,8149970464.637578,-0.3160977114088217
-0.01213,8154454319.039986,-0.33951235669836405
-0.01212,8158936929.370233,-0.35121967934313525
-0.01211,8163418369.334713,-0.36292700198790645
-0.0121,8167898712.639814,-0.3885777727501203
-0.01209,8172378032.991931,-0.3863416472774487
-0.01208,8176856404.097452,-0.4150286783196447
-0.01207,8181333899.66277,-0.40975629256699103
-0.01206,8185810593.394277,-0.42146361521176223
-0.01205,8190286558.998362,-0.42146361521176223
-0.01204,8194761870.181416,-0.43808582711518057
-0.01203,8199236600.649831,-0.44102642817049814
-0.01202,8203710824.110001,-0.43317093785653343
-0.01201,8208184614.2683115,-0.43317093785653343
-0.012,8212658044.831158,-0.42146361521176223
-0.01199,8217131189.504929,-0.4265572527174126
-0.01198,8221604121.996018,-0.42286404681630724
-0.01197,8226076916.010817,-0.3863416472774487
-0.01196,8230549645.255712,-0.3746343246326776
-0.01195,8235022383.437099,-0.36292700198790645
-0.01194,8239495204.261369,-0.36891438072857313
-0.01193,8243968181.43491,-0.35121967934313525
-0.01192,8248441388.664115,-0.3160977114088217
-0.01191,8252914899.6553755,-0.2926830661192793
-0.0119,8257388788.115083,-0.28097574347450816
-0.01189,8261863127.749628,-0.26926842082973695
-0.01188,8266337992.265402,-0.2628614345074342
-0.01187,8270813455.368794,-0.22243913025065232
-0.01186,8275289590.766198,-0.21714640241918484
-0.01185,8279766472.164006,-0.1756098396715676
-0.01184,8284244173.268606,-0.1508774622688546
-0.01183,8288722767.786388,-0.11707322644771166
-0.01182,8293202329.423749,-0.09284766908852596
-0.01181,8297682931.887076,-0.04682929057908461
-0.0118,8302164648.882761,-0.03481787590819713
-0.01179,8306647554.117196,-0.011528574397767792
-0.01178,8311131721.296769,0.034817875908197383
-0.01177,8315617224.127876,0.07024393586862698
-0.01176,8320104136.316905,0.08070002078437533
-0.01175,8324592531.570248,0.1287805490924829
-0.01174,8329082483.5942955,0.1404878717372541
-0.01173,8333574066.095438,0.17560983967156765
-0.01172,8338067352.780071,0.18569533817705192
-0.01171,8342562417.354581,0.23414645289542357
-0.0117,8347059333.52536,0.257561098184966
-0.01169,8351558174.998801,0.29268306611927924
-0.01168,8356059015.481294,0.31609771140882165
-0.01167,8360561928.67923,0.3512196793431352
-0.01166,8365066988.299,0.37463432463267754
-0.01165,8369574268.046995,0.38299663499016945
-0.01164,8374083841.629609,0.40350010392187685
-0.01163,8378595782.753229,0.4142585780542455
-0.01162,8383110165.1242485,0.4257657607779745
-0.01161,8387627062.449059,0.48000022843561824
-0.0116,8392146548.4340515,0.4842001247062523
-0.01159,8396668696.785615,0.49572869910402023
-0.01158,8401193581.210142,0.4914365949486815
-0.01157,8405721275.414024,0.5142941109928063
-0.01156,8410251853.103653,0.54548005589509
-0.01155,8414785387.985419,0.5570860145311555
-0.01154,8419321953.765715,0.5371516270369308
-0.01153,8423861624.1509285,0.5570860145311555
-0.01152,8428404472.847453,0.5853661322385586
-0.01151,8432950573.56168,0.5686919731672212
-0.0115,8437500000.0,0.580297931803287
-0.01149,8442051083.311173,0.5439115309192037
-0.01148,8446602123.984829,0.5570860145311555
-0.01147,8451153149.738664,0.5570860145311555
-0.01146,8455704188.290368,0.5533715710928596
-0.01145,8460255267.357637,0.5570860145311555
-0.01144,8464806414.658168,0.5066745177499257
-0.01143,8469357657.909653,0.5142941109928063
-0.01142,8473909024.829786,0.4688714947235619
-0.01141,8478460543.136261,0.4616367828388211
-0.0114,8483012240.546774,0.450377349111045
-0.01139,8487564144.779018,0.4571503208824944
-0.01138,8492116283.550691,0.4372729435017036
-0.01137,8496668684.579481,0.39072624560296815
-0.01136,8501221375.583086,0.40000653077218257
-0.01135,8505774384.279199,0.37714901472805784
-0.01134,8510327738.385515,0.3542914986839331
-0.01133,8514881465.619729,0.320005224617746
-0.01132,8519435593.699534,0.3085764665956836
-0.01131,8523990150.342626,0.2742901925294965
-0.0113,8528545163.266698,0.25143267648537176
-0.01129,8533100660.189443,0.2026698070999703
-0.01128,8537656668.828557,0.19730129681311767
-0.01127,8542213216.901734,0.16000261230887305
-0.01126,8546770332.126671,0.11331490227483412
-0.01125,8551328042.221058,0.09007546982220895
-0.01124,8555886374.90259,0.08124171045246013
-0.01123,8560445357.888963,0.03399447068245015
-0.01122,8565005018.89787,0.011428758022062497
-0.01121,8569565385.647008,-0.011428758022062243
-0.0112,8574126485.854067,-0.04532596090993357
-0.01119,8578688347.236745,-0.10047246315504899
-0.01118,8583250997.512733,-0.10285882219856127
-0.01117,8587814464.399729,-0.12385377100553728
-0.01116,8592378775.615423,-0.14857385428681064
-0.01115,8596943958.877514,-0.19141037337219408
-0.01114,8601510041.903694,-0.20571764439712248
-0.01113,8606077052.411657,-0.24929278500463514
-0.01112,8610645018.119097,-0.2702264094666269
-0.01111,8615213966.743711,-0.2832872556870853
-0.0111,8619783926.00319,-0.3040047106499553
-0.01109,8624354923.615227,-0.3152641443777314
-0.01108,8628926987.29752,-0.33143398263980844
-0.01107,8633500144.767763,-0.35429149868393317
-0.01106,8638074423.74365,-0.38527066773443613
-0.01105,8642649851.942873,-0.39660215796191955
-0.01104,8647226457.083132,-0.41305345963742346
-0.01103,8651804266.882114,-0.4165990479277165
-0.01102,8656383309.057516,-0.4278584816554927
-0.01101,8660963611.327034,-0.4305966286443697
-0.011,8665545201.408363,-0.4278584816554927
-0.01099,8670128107.019196,-0.43429280483836963
-0.01098,8674712355.877222,-0.43429280483836963
-0.01097,8679297975.700146,-0.42286404681630724
-0.01096,8683884994.205652,-0.4305966286443697
-0.01095,8688473439.11144,-0.4305966286443697
-0.01094,8693063338.135202,-0.4000065307721825
-0.01093,8697654718.994637,-0.4114352887942449
-0.01092,8702247609.40743,-0.40793364818940286
-0.01091,8706842037.091288,-0.3885777727501203
-0.0109,8711438029.763893,-0.3739391775069527
-0.01089,8716035615.142946,-0.34904244556105984
-0.01088,8720634820.94614,-0.33143398263980844
-0.01087,8725235674.891169,-0.3265235781055076
-0.01086,8729838204.695726,-0.3040047106499553
-0.01085,8734442438.077509,-0.27429019252949655
-0.01084,8739048402.75421,-0.2400039184633096
-0.01083,8743656126.443521,-0.2266298045496683
-0.01082,8748265636.86314,-0.19428888637506012
-0.01081,8752876961.730762,-0.19263533386721804
-0.0108,8757490128.764078,-0.15763207218886569
-0.01079,8762105165.680784,-0.12571633824268588
-0.01078,8766722100.198572,-0.10047246315504899
-0.01077,8771340960.03514,-0.057143790110311725
-0.01076,8775961772.908178,-0.034286274066186985
-0.01075,8780584566.535387,-0.011163607017227548
-0.01074,8785209368.634457,0.034286274066186985
-0.01073,8789836206.923079,0.0685725481323741
-0.01072,8794465109.11895,0.09007546982220895
-0.01071,8799096102.939766,0.13714509626474833
-0.0107,8803729216.103226,0.16000261230887305
-0.01069,8808364476.327013,0.16745410525841498
-0.01068,8813001911.328827,0.20094492631009797
-0.01067,8817641548.82636,0.24929278500463495
-0.01066,8822283416.537315,0.2857189505515589
-0.01065,8826927542.179375,0.3085764665956836
-0.01064,8831573953.47024,0.32652357810550753
-0.01063,8836222678.127604,0.3349082105168298
-0.01062,8840873743.869162,0.38857777275012023
-0.01061,8845527178.412605,0.3940801804721643
-0.0106,8850183009.47563,0.43059662864436976
-0.01059,8854841264.77593,0.4685790789045568
-0.01058,8859501972.031202,0.4800078369266192
-0.01057,8864165158.959137,0.5028653529707439
-0.01056,8868830853.27743,0.5142941109928063
-0.01055,8873499082.703775,0.5371516270369308
-0.01054,8878169874.955868,0.5485803850589931
-0.01053,8882843257.751404,0.5404528189332538
-0.01052,8887519258.808073,0.5439115309192037
-0.01051,8892197905.843575,0.5714379011031179
-0.0105,8896879226.575598,0.5600091430810555
-0.01049,8901563248.721842,0.5714379011031179
-0.01048,8906250000.0,0.5552430211466872
-0.01047,8910942145.963997,0.5552430211466872
-0.01046,8915642207.870613,0.55171225266103
-0.01045,8920349996.991804,0.5291933852054777
-0.01044,8925065324.599535,0.5404528189332538
-0.01043,8929788001.965765,0.5485803850589931
-0.01042,8934517840.36246,0.5257228690148686
-0.01041,8939254651.061575,0.5142941109928063
-0.0104,8943998245.335077,0.48725407978178686
-0.01039,8948748434.454926,0.47592258955430344
-0.01038,8953505029.693087,0.4685790789045568
-0.01037,8958267842.321514,0.4457215628604321
-0.01036,8963036683.612177,0.4228640468163073
-0.01035,8967811364.83703,0.40000653077218257
-0.01034,8972591697.26804,0.3626076872794692
-0.01033,8977377492.177164,0.3428627406618707
-0.01032,8982168560.836372,0.3040047106499552
-0.01031,8986964714.517616,0.27022640946662685
-0.0103,8991765764.492865,0.24770754201107456
-0.01029,8996571522.034073,0.21529831432218494
-0.01028,9001381798.41321,0.19428888637506017
-0.01027,9006196404.90223,0.16000261230887305
-0.01026,9011015152.773102,0.12571633824268594
-0.01025,9015837853.29778,0.07881603609443281
-0.01024,9020664317.748234,0.08000130615443647
-0.01023,9025494357.396416,0.034286274066186985
-0.01022,9030327783.514296,0.011428758022062497
-0.01021,9035164407.37383,-0.04532596090993357
-0.0102,9040004040.246986,-0.057143790110311725
-0.01019,9044846493.40572,-0.0914300641764989
-0.01018,9049691578.121996,-0.12571633824268588
-0.01017,9054539105.66777,-0.13714509626474825
-0.01016,9059388887.315016,-0.18015093964441795
-0.01015,9064240734.335682,-0.21714640241918484
-0.01014,9069094458.001738,-0.2455993543790086
-0.01013,9073949869.585142,-0.2628614345074342
-0.01012,9078806780.35786,-0.28571895055155894
-0.01011,9083665001.591848,-0.31728172636953555
-0.0101,9088524344.559074,-0.33143398263980844
-0.01009,9093384620.531492,-0.3512761970519858
-0.01008,9098245640.78107,-0.35429149868393317
-0.01007,9103107216.579765,-0.38282074674438826
-0.01006,9107969159.199543,-0.38527066773443613
-0.01005,9112831279.912363,-0.4157565818523325
-0.01004,9117693389.990189,-0.42421706665465114
-0.01003,9122555300.704975,-0.4305966286443697
-0.01002,9127416823.328693,-0.43538067367187877
-0.01001,9132277769.133297,-0.4428074427700476
-0.01,9137137949.390755,-0.4428074427700476
-0.00999,9141997175.373022,-0.4305966286443697
-0.00998,9146855258.352064,-0.43538067367187877
-0.00997,9151712009.59984,-0.4305966286443697
-0.00996,9156567240.388317,-0.4192651384168863
-0.00995,9161420761.98945,-0.4000065307721825
-0.00994,9166272385.675203,-0.4095968845622941
-0.00993,9171121922.717539,-0.3715613130166121
-0.00992,9175969184.388418,-0.3795626385857406
-0.00991,9180813981.959803,-0.3512761970519858
-0.0099,9185656126.703653,-0.3237446034996022
-0.00989,9190495429.891933,-0.31462660248284624
-0.00988,9195331702.796604,-0.2921532737340715
-0.00987,9200164756.689625,-0.2790901754306915
-0.00986,9204994402.842958,-0.23443574736178094
-0.00985,9209820452.52857,-0.2121085333273256
-0.00984,9214642717.018417,-0.21033353531577262
-0.00983,9219461007.584461,-0.17861771227564258
-0.00982,9224275135.498665,-0.1359778827298009
-0.00981,9229084912.032991,-0.09065192181986727
-0.0098,9233890148.459402,-0.08930885613782126
-0.00979,9238690656.049856,-0.04532596090993357
-0.00978,9243486246.076315,-0.0113314902274833
-0.00977,9248276729.810743,0.022662980454966723
-0.00976,9253061918.525103,0.056657451137417
-0.00975,9257841623.491352,0.05535093034625588
