Record Length,Analog:7000
Sample Interval,CH:0.0000099999997
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:+2.000000E-02 CH2:+2.000000E-02,,,
Vertical Offset,CH1:+0.000000E+00 CH2:+0.000000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,5000.0000000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ4R4722,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2
Second,Volt,Volt
-1.964000E-02,+1.200000E-02,+1.520000E-02
-1.963000E-02,+1.120000E-02,+1.520000E-02
-1.962000E-02,+1.200000E-02,+1.600000E-02
-1.961000E-02,+1.120000E-02,+1.440000E-02
-1.960000E-02,+1.200000E-02,+1.520000E-02
-1.959000E-02,+1.120000E-02,+1.440000E-02
-1.958000E-02,+1.120000E-02,+1.600000E-02
-1.957000E-02,+1.120000E-02,+1.520000E-02
-1.956000E-02,+1.120000E-02,+1.600000E-02
-1.955000E-02,+1.120000E-02,+1.520000E-02
-1.954000E-02,+1.120000E-02,+1.600000E-02
-1.953000E-02,+1.200000E-02,+1.520000E-02
-1.952000E-02,+1.280000E-02,+1.440000E-02
-1.951000E-02,+1.200000E-02,+1.360000E-02
-1.950000E-02,+1.120000E-02,+1.520000E-02
-1.949000E-02,+1.200000E-02,+1.440000E-02
-1.948000E-02,+1.200000E-02,+1.520000E-02
-1.947000E-02,+1.200000E-02,+1.440000E-02
-1.946000E-02,+1.120000E-02,+1.520000E-02
-1.945000E-02,+1.280000E-02,+1.520000E-02
-1.944000E-02,+1.120000E-02,+1.440000E-02
-1.943000E-02,+1.200000E-02,+1.440000E-02
-1.942000E-02,+1.200000E-02,+1.520000E-02
-1.941000E-02,+1.200000E-02,+1.600000E-02
-1.940000E-02,+1.120000E-02,+1.520000E-02
-1.939000E-02,+1.200000E-02,+1.600000E-02
-1.938000E-02,+1.280000E-02,+1.440000E-02
-1.937000E-02,+1.200000E-02,+1.520000E-02
-1.936000E-02,+1.200000E-02,+1.440000E-02
-1.935000E-02,+1.200000E-02,+1.520000E-02
-1.934000E-02,+1.120000E-02,+1.440000E-02
-1.933000E-02,+1.280000E-02,+1.600000E-02
-1.932000E-02,+1.040000E-02,+1.520000E-02
-1.931000E-02,+1.120000E-02,+1.520000E-02
-1.930000E-02,+1.200000E-02,+1.520000E-02
-1.929000E-02,+1.200000E-02,+1.440000E-02
-1.928000E-02,+1.120000E-02,+1.600000E-02
-1.927000E-02,+1.120000E-02,+1.520000E-02
-1.926000E-02,+1.200000E-02,+1.520000E-02
-1.925000E-02,+1.200000E-02,+1.440000E-02
-1.924000E-02,+1.120000E-02,+1.440000E-02
-1.923000E-02,+1.200000E-02,+1.520000E-02
-1.922000E-02,+1.120000E-02,+1.520000E-02
-1.921000E-02,+1.120000E-02,+1.440000E-02
-1.920000E-02,+1.120000E-02,+1.440000E-02
-1.919000E-02,+1.280000E-02,+1.520000E-02
-1.918000E-02,+1.200000E-02,+1.520000E-02
-1.917000E-02,+1.200000E-02,+1.520000E-02
-1.916000E-02,+1.200000E-02,+1.600000E-02
-1.915000E-02,+1.120000E-02,+1.520000E-02
-1.914000E-02,+1.120000E-02,+1.520000E-02
-1.913000E-02,+1.280000E-02,+1.520000E-02
-1.912000E-02,+1.200000E-02,+1.600000E-02
-1.911000E-02,+1.120000E-02,+1.520000E-02
-1.910000E-02,+1.120000E-02,+1.520000E-02
-1.909000E-02,+1.280000E-02,+1.520000E-02
-1.908000E-02,+1.200000E-02,+1.600000E-02
-1.907000E-02,+1.200000E-02,+1.520000E-02
-1.906000E-02,+1.120000E-02,+1.520000E-02
-1.905000E-02,+1.200000E-02,+1.520000E-02
-1.904000E-02,+1.200000E-02,+1.520000E-02
-1.903000E-02,+1.200000E-02,+1.520000E-02
-1.902000E-02,+1.200000E-02,+1.520000E-02
-1.901000E-02,+1.200000E-02,+1.600000E-02
-1.900000E-02,+1.200000E-02,+1.600000E-02
-1.899000E-02,+1.280000E-02,+1.520000E-02
-1.898000E-02,+1.200000E-02,+1.520000E-02
-1.897000E-02,+1.120000E-02,+1.520000E-02
-1.896000E-02,+1.120000E-02,+1.520000E-02
-1.895000E-02,+1.200000E-02,+1.600000E-02
-1.894000E-02,+1.280000E-02,+1.440000E-02
-1.893000E-02,+1.280000E-02,+1.520000E-02
-1.892000E-02,+1.200000E-02,+1.600000E-02
-1.891000E-02,+1.280000E-02,+1.600000E-02
-1.890000E-02,+1.200000E-02,+1.600000E-02
-1.889000E-02,+1.120000E-02,+1.520000E-02
-1.888000E-02,+1.200000E-02,+1.520000E-02
-1.887000E-02,+1.120000E-02,+1.520000E-02
-1.886000E-02,+1.200000E-02,+1.600000E-02
-1.885000E-02,+1.200000E-02,+1.520000E-02
-1.884000E-02,+1.200000E-02,+1.520000E-02
-1.883000E-02,+1.120000E-02,+1.440000E-02
-1.882000E-02,+1.120000E-02,+1.440000E-02
-1.881000E-02,+1.200000E-02,+1.440000E-02
-1.880000E-02,+1.120000E-02,+1.440000E-02
-1.879000E-02,+1.120000E-02,+1.440000E-02
-1.878000E-02,+1.120000E-02,+1.520000E-02
-1.877000E-02,+1.200000E-02,+1.440000E-02
-1.876000E-02,+1.280000E-02,+1.520000E-02
-1.875000E-02,+1.120000E-02,+1.520000E-02
-1.874000E-02,+1.200000E-02,+1.440000E-02
-1.873000E-02,+1.280000E-02,+1.600000E-02
-1.872000E-02,+1.120000E-02,+1.520000E-02
-1.871000E-02,+1.200000E-02,+1.440000E-02
-1.870000E-02,+1.120000E-02,+1.680000E-02
-1.869000E-02,+1.120000E-02,+1.600000E-02
-1.868000E-02,+1.120000E-02,+1.600000E-02
-1.867000E-02,+1.200000E-02,+1.440000E-02
-1.866000E-02,+1.200000E-02,+1.440000E-02
-1.865000E-02,+1.120000E-02,+1.520000E-02
-1.864000E-02,+1.200000E-02,+1.440000E-02
-1.863000E-02,+1.200000E-02,+1.520000E-02
-1.862000E-02,+1.280000E-02,+1.440000E-02
-1.861000E-02,+1.200000E-02,+1.520000E-02
-1.860000E-02,+1.280000E-02,+1.520000E-02
-1.859000E-02,+1.120000E-02,+1.440000E-02
-1.858000E-02,+1.200000E-02,+1.600000E-02
-1.857000E-02,+1.200000E-02,+1.440000E-02
-1.856000E-02,+1.200000E-02,+1.520000E-02
-1.855000E-02,+1.200000E-02,+1.520000E-02
-1.854000E-02,+1.120000E-02,+1.600000E-02
-1.853000E-02,+1.200000E-02,+1.600000E-02
-1.852000E-02,+1.120000E-02,+1.520000E-02
-1.851000E-02,+1.200000E-02,+1.520000E-02
-1.850000E-02,+1.280000E-02,+1.440000E-02
-1.849000E-02,+1.200000E-02,+1.520000E-02
-1.848000E-02,+1.280000E-02,+1.520000E-02
-1.847000E-02,+1.200000E-02,+1.600000E-02
-1.846000E-02,+1.120000E-02,+1.520000E-02
-1.845000E-02,+1.120000E-02,+1.520000E-02
-1.844000E-02,+1.200000E-02,+1.440000E-02
-1.843000E-02,+1.200000E-02,+1.520000E-02
-1.842000E-02,+1.280000E-02,+1.520000E-02
-1.841000E-02,+1.120000E-02,+1.600000E-02
-1.840000E-02,+1.120000E-02,+1.440000E-02
-1.839000E-02,+1.200000E-02,+1.520000E-02
-1.838000E-02,+1.200000E-02,+1.440000E-02
-1.837000E-02,+1.200000E-02,+1.520000E-02
-1.836000E-02,+1.120000E-02,+1.600000E-02
-1.835000E-02,+1.120000E-02,+1.600000E-02
-1.834000E-02,+1.120000E-02,+1.520000E-02
-1.833000E-02,+1.120000E-02,+1.440000E-02
-1.832000E-02,+1.200000E-02,+1.520000E-02
-1.831000E-02,+1.200000E-02,+1.520000E-02
-1.830000E-02,+1.120000E-02,+1.520000E-02
-1.829000E-02,+1.120000E-02,+1.520000E-02
-1.828000E-02,+1.200000E-02,+1.360000E-02
-1.827000E-02,+1.200000E-02,+1.520000E-02
-1.826000E-02,+1.200000E-02,+1.520000E-02
-1.825000E-02,+1.200000E-02,+1.440000E-02
-1.824000E-02,+1.120000E-02,+1.600000E-02
-1.823000E-02,+1.280000E-02,+1.680000E-02
-1.822000E-02,+1.120000E-02,+1.440000E-02
-1.821000E-02,+1.120000E-02,+1.520000E-02
-1.820000E-02,+1.120000E-02,+1.440000E-02
-1.819000E-02,+1.120000E-02,+1.680000E-02
-1.818000E-02,+1.200000E-02,+1.600000E-02
-1.817000E-02,+1.280000E-02,+1.520000E-02
-1.816000E-02,+1.280000E-02,+1.520000E-02
-1.815000E-02,+1.120000E-02,+1.520000E-02
-1.814000E-02,+1.200000E-02,+1.440000E-02
-1.813000E-02,+1.120000E-02,+1.520000E-02
-1.812000E-02,+1.200000E-02,+1.520000E-02
-1.811000E-02,+1.120000E-02,+1.520000E-02
-1.810000E-02,+1.120000E-02,+1.440000E-02
-1.809000E-02,+1.120000E-02,+1.440000E-02
-1.808000E-02,+1.200000E-02,+1.440000E-02
-1.807000E-02,+1.200000E-02,+1.520000E-02
-1.806000E-02,+1.120000E-02,+1.440000E-02
-1.805000E-02,+1.120000E-02,+1.520000E-02
-1.804000E-02,+1.120000E-02,+1.520000E-02
-1.803000E-02,+1.120000E-02,+1.520000E-02
-1.802000E-02,+1.280000E-02,+1.520000E-02
-1.801000E-02,+1.200000E-02,+1.520000E-02
-1.800000E-02,+1.120000E-02,+1.520000E-02
-1.799000E-02,+1.200000E-02,+1.440000E-02
-1.798000E-02,+1.120000E-02,+1.520000E-02
-1.797000E-02,+1.280000E-02,+1.520000E-02
-1.796000E-02,+1.120000E-02,+1.520000E-02
-1.795000E-02,+1.200000E-02,+1.440000E-02
-1.794000E-02,+1.200000E-02,+1.520000E-02
-1.793000E-02,+1.200000E-02,+1.520000E-02
-1.792000E-02,+1.120000E-02,+1.520000E-02
-1.791000E-02,+1.120000E-02,+1.520000E-02
-1.790000E-02,+1.200000E-02,+1.520000E-02
-1.789000E-02,+1.280000E-02,+1.600000E-02
-1.788000E-02,+1.200000E-02,+1.520000E-02
-1.787000E-02,+1.120000E-02,+1.520000E-02
-1.786000E-02,+1.200000E-02,+1.520000E-02
-1.785000E-02,+1.280000E-02,+1.440000E-02
-1.784000E-02,+1.200000E-02,+1.520000E-02
-1.783000E-02,+1.200000E-02,+1.520000E-02
-1.782000E-02,+1.200000E-02,+1.520000E-02
-1.781000E-02,+1.200000E-02,+1.520000E-02
-1.780000E-02,+1.200000E-02,+1.520000E-02
-1.779000E-02,+1.120000E-02,+1.520000E-02
-1.778000E-02,+1.280000E-02,+1.520000E-02
-1.777000E-02,+1.120000E-02,+1.440000E-02
-1.776000E-02,+1.120000E-02,+1.440000E-02
-1.775000E-02,+1.120000E-02,+1.600000E-02
-1.774000E-02,+1.200000E-02,+1.440000E-02
-1.773000E-02,+1.200000E-02,+1.440000E-02
-1.772000E-02,+1.200000E-02,+1.520000E-02
-1.771000E-02,+1.200000E-02,+1.360000E-02
-1.770000E-02,+1.120000E-02,+1.520000E-02
-1.769000E-02,+1.120000E-02,+1.520000E-02
-1.768000E-02,+1.120000E-02,+1.680000E-02
-1.767000E-02,+1.200000E-02,+1.520000E-02
-1.766000E-02,+1.120000E-02,+1.520000E-02
-1.765000E-02,+1.120000E-02,+1.600000E-02
-1.764000E-02,+1.200000E-02,+1.520000E-02
-1.763000E-02,+1.200000E-02,+1.440000E-02
-1.762000E-02,+1.200000E-02,+1.600000E-02
-1.761000E-02,+1.120000E-02,+1.520000E-02
-1.760000E-02,+1.120000E-02,+1.520000E-02
-1.759000E-02,+1.200000E-02,+1.600000E-02
-1.758000E-02,+1.280000E-02,+1.600000E-02
-1.757000E-02,+1.200000E-02,+1.520000E-02
-1.756000E-02,+1.120000E-02,+1.520000E-02
-1.755000E-02,+1.200000E-02,+1.440000E-02
-1.754000E-02,+1.120000E-02,+1.520000E-02
-1.753000E-02,+1.200000E-02,+1.600000E-02
-1.752000E-02,+1.200000E-02,+1.600000E-02
-1.751000E-02,+1.200000E-02,+1.440000E-02
-1.750000E-02,+1.360000E-02,+1.520000E-02
-1.749000E-02,+1.200000E-02,+1.600000E-02
-1.748000E-02,+1.120000E-02,+1.440000E-02
-1.747000E-02,+1.360000E-02,+1.520000E-02
-1.746000E-02,+1.200000E-02,+1.440000E-02
-1.745000E-02,+1.120000E-02,+1.520000E-02
-1.744000E-02,+1.120000E-02,+1.520000E-02
-1.743000E-02,+1.200000E-02,+1.440000E-02
-1.742000E-02,+1.200000E-02,+1.520000E-02
-1.741000E-02,+1.120000E-02,+1.520000E-02
-1.740000E-02,+1.120000E-02,+1.600000E-02
-1.739000E-02,+1.200000E-02,+1.520000E-02
-1.738000E-02,+1.200000E-02,+1.520000E-02
-1.737000E-02,+1.200000E-02,+1.440000E-02
-1.736000E-02,+1.120000E-02,+1.600000E-02
-1.735000E-02,+1.200000E-02,+1.520000E-02
-1.734000E-02,+1.200000E-02,+1.440000E-02
-1.733000E-02,+1.200000E-02,+1.440000E-02
-1.732000E-02,+1.200000E-02,+1.440000E-02
-1.731000E-02,+1.200000E-02,+1.520000E-02
-1.730000E-02,+1.200000E-02,+1.520000E-02
-1.729000E-02,+1.200000E-02,+1.600000E-02
-1.728000E-02,+1.120000E-02,+1.520000E-02
-1.727000E-02,+1.120000E-02,+1.520000E-02
-1.726000E-02,+1.040000E-02,+1.520000E-02
-1.725000E-02,+1.120000E-02,+1.440000E-02
-1.724000E-02,+1.120000E-02,+1.680000E-02
-1.723000E-02,+1.120000E-02,+1.600000E-02
-1.722000E-02,+1.120000E-02,+1.600000E-02
-1.721000E-02,+1.200000E-02,+1.600000E-02
-1.720000E-02,+1.200000E-02,+1.520000E-02
-1.719000E-02,+1.200000E-02,+1.600000E-02
-1.718000E-02,+1.200000E-02,+1.520000E-02
-1.717000E-02,+1.200000E-02,+1.440000E-02
-1.716000E-02,+1.200000E-02,+1.520000E-02
-1.715000E-02,+1.200000E-02,+1.520000E-02
-1.714000E-02,+1.120000E-02,+1.520000E-02
-1.713000E-02,+1.200000E-02,+1.600000E-02
-1.712000E-02,+1.200000E-02,+1.520000E-02
-1.711000E-02,+1.200000E-02,+1.520000E-02
-1.710000E-02,+1.120000E-02,+1.520000E-02
-1.709000E-02,+1.200000E-02,+1.440000E-02
-1.708000E-02,+1.200000E-02,+1.600000E-02
-1.707000E-02,+1.200000E-02,+1.600000E-02
-1.706000E-02,+1.120000E-02,+1.440000E-02
-1.705000E-02,+1.200000E-02,+1.440000E-02
-1.704000E-02,+1.200000E-02,+1.520000E-02
-1.703000E-02,+1.200000E-02,+1.440000E-02
-1.702000E-02,+1.200000E-02,+1.440000E-02
-1.701000E-02,+1.280000E-02,+1.520000E-02
-1.700000E-02,+1.120000E-02,+1.440000E-02
-1.699000E-02,+1.200000E-02,+1.600000E-02
-1.698000E-02,+1.120000E-02,+1.520000E-02
-1.697000E-02,+1.200000E-02,+1.520000E-02
-1.696000E-02,+1.200000E-02,+1.440000E-02
-1.695000E-02,+1.200000E-02,+1.440000E-02
-1.694000E-02,+1.280000E-02,+1.440000E-02
-1.693000E-02,+1.120000E-02,+1.520000E-02
-1.692000E-02,+1.120000E-02,+1.600000E-02
-1.691000E-02,+1.200000E-02,+1.600000E-02
-1.690000E-02,+1.200000E-02,+1.600000E-02
-1.689000E-02,+1.120000E-02,+1.520000E-02
-1.688000E-02,+1.200000E-02,+1.600000E-02
-1.687000E-02,+1.200000E-02,+1.520000E-02
-1.686000E-02,+1.120000E-02,+1.520000E-02
-1.685000E-02,+1.200000E-02,+1.440000E-02
-1.684000E-02,+1.280000E-02,+1.440000E-02
-1.683000E-02,+1.200000E-02,+1.440000E-02
-1.682000E-02,+1.120000E-02,+1.520000E-02
-1.681000E-02,+1.200000E-02,+1.600000E-02
-1.680000E-02,+1.280000E-02,+1.600000E-02
-1.679000E-02,+1.120000E-02,+1.520000E-02
-1.678000E-02,+1.120000E-02,+1.520000E-02
-1.677000E-02,+1.120000E-02,+1.600000E-02
-1.676000E-02,+1.120000E-02,+1.520000E-02
-1.675000E-02,+1.120000E-02,+1.440000E-02
-1.674000E-02,+1.200000E-02,+1.520000E-02
-1.673000E-02,+1.120000E-02,+1.440000E-02
-1.672000E-02,+1.200000E-02,+1.520000E-02
-1.671000E-02,+1.200000E-02,+1.440000E-02
-1.670000E-02,+1.200000E-02,+1.520000E-02
-1.669000E-02,+1.120000E-02,+1.600000E-02
-1.668000E-02,+1.120000E-02,+1.520000E-02
-1.667000E-02,+1.120000E-02,+1.520000E-02
-1.666000E-02,+1.200000E-02,+1.520000E-02
-1.665000E-02,+1.200000E-02,+1.520000E-02
-1.664000E-02,+1.200000E-02,+1.600000E-02
-1.663000E-02,+1.120000E-02,+1.440000E-02
-1.662000E-02,+1.200000E-02,+1.360000E-02
-1.661000E-02,+1.280000E-02,+1.360000E-02
-1.660000E-02,+1.200000E-02,+1.520000E-02
-1.659000E-02,+1.120000E-02,+1.360000E-02
-1.658000E-02,+1.120000E-02,+1.520000E-02
-1.657000E-02,+1.200000E-02,+1.440000E-02
-1.656000E-02,+1.280000E-02,+1.600000E-02
-1.655000E-02,+1.200000E-02,+1.440000E-02
-1.654000E-02,+1.120000E-02,+1.520000E-02
-1.653000E-02,+1.120000E-02,+1.520000E-02
-1.652000E-02,+1.120000E-02,+1.440000E-02
-1.651000E-02,+1.200000E-02,+1.440000E-02
-1.650000E-02,+1.120000E-02,+1.600000E-02
-1.649000E-02,+1.120000E-02,+1.520000E-02
-1.648000E-02,+1.120000E-02,+1.440000E-02
-1.647000E-02,+1.200000E-02,+1.520000E-02
-1.646000E-02,+1.200000E-02,+1.440000E-02
-1.645000E-02,+1.200000E-02,+1.440000E-02
-1.644000E-02,+1.120000E-02,+1.440000E-02
-1.643000E-02,+1.120000E-02,+1.520000E-02
-1.642000E-02,+1.200000E-02,+1.520000E-02
-1.641000E-02,+1.200000E-02,+1.440000E-02
-1.640000E-02,+1.200000E-02,+1.440000E-02
-1.639000E-02,+1.280000E-02,+1.520000E-02
-1.638000E-02,+1.200000E-02,+1.520000E-02
-1.637000E-02,+1.200000E-02,+1.520000E-02
-1.636000E-02,+1.200000E-02,+1.520000E-02
-1.635000E-02,+1.200000E-02,+1.600000E-02
-1.634000E-02,+1.280000E-02,+1.600000E-02
-1.633000E-02,+1.280000E-02,+1.520000E-02
-1.632000E-02,+1.200000E-02,+1.520000E-02
-1.631000E-02,+1.200000E-02,+1.600000E-02
-1.630000E-02,+1.200000E-02,+1.440000E-02
-1.629000E-02,+1.200000E-02,+1.520000E-02
-1.628000E-02,+1.120000E-02,+1.520000E-02
-1.627000E-02,+1.120000E-02,+1.520000E-02
-1.626000E-02,+1.200000E-02,+1.520000E-02
-1.625000E-02,+1.200000E-02,+1.520000E-02
-1.624000E-02,+1.200000E-02,+1.440000E-02
-1.623000E-02,+1.120000E-02,+1.440000E-02
-1.622000E-02,+1.120000E-02,+1.520000E-02
-1.621000E-02,+1.200000E-02,+1.520000E-02
-1.620000E-02,+1.200000E-02,+1.520000E-02
-1.619000E-02,+1.200000E-02,+1.520000E-02
-1.618000E-02,+1.200000E-02,+1.600000E-02
-1.617000E-02,+1.200000E-02,+1.440000E-02
-1.616000E-02,+1.120000E-02,+1.600000E-02
-1.615000E-02,+1.120000E-02,+1.520000E-02
-1.614000E-02,+1.120000E-02,+1.520000E-02
-1.613000E-02,+1.200000E-02,+1.520000E-02
-1.612000E-02,+1.200000E-02,+1.520000E-02
-1.611000E-02,+1.200000E-02,+1.440000E-02
-1.610000E-02,+1.120000E-02,+1.440000E-02
-1.609000E-02,+1.120000E-02,+1.440000E-02
-1.608000E-02,+1.200000E-02,+1.440000E-02
-1.607000E-02,+1.200000E-02,+1.520000E-02
-1.606000E-02,+1.280000E-02,+1.440000E-02
-1.605000E-02,+1.200000E-02,+1.360000E-02
-1.604000E-02,+1.200000E-02,+1.520000E-02
-1.603000E-02,+1.280000E-02,+1.520000E-02
-1.602000E-02,+1.120000E-02,+1.680000E-02
-1.601000E-02,+1.200000E-02,+1.520000E-02
-1.600000E-02,+1.200000E-02,+1.440000E-02
-1.599000E-02,+1.040000E-02,+1.440000E-02
-1.598000E-02,+1.200000E-02,+1.520000E-02
-1.597000E-02,+1.200000E-02,+1.440000E-02
-1.596000E-02,+1.200000E-02,+1.520000E-02
-1.595000E-02,+1.200000E-02,+1.520000E-02
-1.594000E-02,+1.200000E-02,+1.520000E-02
-1.593000E-02,+1.200000E-02,+1.520000E-02
-1.592000E-02,+1.200000E-02,+1.520000E-02
-1.591000E-02,+1.200000E-02,+1.600000E-02
-1.590000E-02,+1.200000E-02,+1.680000E-02
-1.589000E-02,+1.280000E-02,+1.520000E-02
-1.588000E-02,+1.280000E-02,+1.520000E-02
-1.587000E-02,+1.200000E-02,+1.520000E-02
-1.586000E-02,+1.200000E-02,+1.600000E-02
-1.585000E-02,+1.200000E-02,+1.520000E-02
-1.584000E-02,+1.200000E-02,+1.440000E-02
-1.583000E-02,+1.120000E-02,+1.520000E-02
-1.582000E-02,+1.120000E-02,+1.440000E-02
-1.581000E-02,+1.200000E-02,+1.440000E-02
-1.580000E-02,+1.200000E-02,+1.520000E-02
-1.579000E-02,+1.200000E-02,+1.520000E-02
-1.578000E-02,+1.200000E-02,+1.520000E-02
-1.577000E-02,+1.200000E-02,+1.520000E-02
-1.576000E-02,+1.200000E-02,+1.600000E-02
-1.575000E-02,+1.200000E-02,+1.440000E-02
-1.574000E-02,+1.200000E-02,+1.440000E-02
-1.573000E-02,+1.120000E-02,+1.600000E-02
-1.572000E-02,+1.200000E-02,+1.520000E-02
-1.571000E-02,+1.120000E-02,+1.440000E-02
-1.570000E-02,+1.200000E-02,+1.440000E-02
-1.569000E-02,+1.200000E-02,+1.520000E-02
-1.568000E-02,+1.200000E-02,+1.440000E-02
-1.567000E-02,+1.200000E-02,+1.440000E-02
-1.566000E-02,+1.280000E-02,+1.600000E-02
-1.565000E-02,+1.200000E-02,+1.440000E-02
-1.564000E-02,+1.200000E-02,+1.440000E-02
-1.563000E-02,+1.120000E-02,+1.600000E-02
-1.562000E-02,+1.120000E-02,+1.440000E-02
-1.561000E-02,+1.200000E-02,+1.520000E-02
-1.560000E-02,+1.200000E-02,+1.520000E-02
-1.559000E-02,+1.120000E-02,+1.600000E-02
-1.558000E-02,+1.120000E-02,+1.520000E-02
-1.557000E-02,+1.120000E-02,+1.520000E-02
-1.556000E-02,+1.200000E-02,+1.440000E-02
-1.555000E-02,+1.200000E-02,+1.440000E-02
-1.554000E-02,+1.120000E-02,+1.520000E-02
-1.553000E-02,+1.200000E-02,+1.520000E-02
-1.552000E-02,+1.200000E-02,+1.440000E-02
-1.551000E-02,+1.200000E-02,+1.520000E-02
-1.550000E-02,+1.120000E-02,+1.520000E-02
-1.549000E-02,+1.120000E-02,+1.440000E-02
-1.548000E-02,+1.200000E-02,+1.440000E-02
-1.547000E-02,+1.200000E-02,+1.520000E-02
-1.546000E-02,+1.200000E-02,+1.520000E-02
-1.545000E-02,+1.200000E-02,+1.440000E-02
-1.544000E-02,+1.120000E-02,+1.600000E-02
-1.543000E-02,+1.120000E-02,+1.600000E-02
-1.542000E-02,+1.200000E-02,+1.520000E-02
-1.541000E-02,+1.120000E-02,+1.520000E-02
-1.540000E-02,+1.200000E-02,+1.520000E-02
-1.539000E-02,+1.120000E-02,+1.440000E-02
-1.538000E-02,+1.200000E-02,+1.600000E-02
-1.537000E-02,+1.120000E-02,+1.440000E-02
-1.536000E-02,+1.280000E-02,+1.520000E-02
-1.535000E-02,+1.200000E-02,+1.440000E-02
-1.534000E-02,+1.200000E-02,+1.520000E-02
-1.533000E-02,+1.200000E-02,+1.520000E-02
-1.532000E-02,+1.120000E-02,+1.440000E-02
-1.531000E-02,+1.200000E-02,+1.600000E-02
-1.530000E-02,+1.200000E-02,+1.520000E-02
-1.529000E-02,+1.280000E-02,+1.600000E-02
-1.528000E-02,+1.200000E-02,+1.520000E-02
-1.527000E-02,+1.120000E-02,+1.440000E-02
-1.526000E-02,+1.200000E-02,+1.520000E-02
-1.525000E-02,+1.280000E-02,+1.440000E-02
-1.524000E-02,+1.200000E-02,+1.600000E-02
-1.523000E-02,+1.200000E-02,+1.520000E-02
-1.522000E-02,+1.200000E-02,+1.520000E-02
-1.521000E-02,+1.120000E-02,+1.520000E-02
-1.520000E-02,+1.120000E-02,+1.520000E-02
-1.519000E-02,+1.200000E-02,+1.440000E-02
-1.518000E-02,+1.280000E-02,+1.440000E-02
-1.517000E-02,+1.120000E-02,+1.520000E-02
-1.516000E-02,+1.120000E-02,+1.520000E-02
-1.515000E-02,+1.120000E-02,+1.440000E-02
-1.514000E-02,+1.200000E-02,+1.520000E-02
-1.513000E-02,+1.200000E-02,+1.600000E-02
-1.512000E-02,+1.200000E-02,+1.520000E-02
-1.511000E-02,+1.200000E-02,+1.520000E-02
-1.510000E-02,+1.200000E-02,+1.520000E-02
-1.509000E-02,+1.200000E-02,+1.520000E-02
-1.508000E-02,+1.200000E-02,+1.520000E-02
-1.507000E-02,+1.120000E-02,+1.600000E-02
-1.506000E-02,+1.120000E-02,+1.520000E-02
-1.505000E-02,+1.120000E-02,+1.520000E-02
-1.504000E-02,+1.200000E-02,+1.440000E-02
-1.503000E-02,+1.120000E-02,+1.520000E-02
-1.502000E-02,+1.200000E-02,+1.520000E-02
-1.501000E-02,+1.120000E-02,+1.520000E-02
-1.500000E-02,+1.120000E-02,+1.520000E-02
-1.499000E-02,+1.120000E-02,+1.600000E-02
-1.498000E-02,+1.280000E-02,+1.520000E-02
-1.497000E-02,+1.200000E-02,+1.440000E-02
-1.496000E-02,+1.200000E-02,+1.520000E-02
-1.495000E-02,+1.120000E-02,+1.600000E-02
-1.494000E-02,+1.200000E-02,+1.520000E-02
-1.493000E-02,+1.120000E-02,+1.520000E-02
-1.492000E-02,+1.200000E-02,+1.440000E-02
-1.491000E-02,+1.200000E-02,+1.440000E-02
-1.490000E-02,+1.120000E-02,+1.520000E-02
-1.489000E-02,+1.120000E-02,+1.680000E-02
-1.488000E-02,+1.200000E-02,+1.520000E-02
-1.487000E-02,+1.200000E-02,+1.520000E-02
-1.486000E-02,+1.280000E-02,+1.440000E-02
-1.485000E-02,+1.120000E-02,+1.600000E-02
-1.484000E-02,+1.200000E-02,+1.520000E-02
-1.483000E-02,+1.200000E-02,+1.520000E-02
-1.482000E-02,+1.120000E-02,+1.360000E-02
-1.481000E-02,+1.200000E-02,+1.440000E-02
-1.480000E-02,+1.120000E-02,+1.600000E-02
-1.479000E-02,+1.200000E-02,+1.520000E-02
-1.478000E-02,+1.200000E-02,+1.520000E-02
-1.477000E-02,+1.200000E-02,+1.520000E-02
-1.476000E-02,+1.200000E-02,+1.440000E-02
-1.475000E-02,+1.120000E-02,+1.520000E-02
-1.474000E-02,+1.200000E-02,+1.600000E-02
-1.473000E-02,+1.200000E-02,+1.440000E-02
-1.472000E-02,+1.120000E-02,+1.520000E-02
-1.471000E-02,+1.120000E-02,+1.520000E-02
-1.470000E-02,+1.120000E-02,+1.680000E-02
-1.469000E-02,+1.200000E-02,+1.520000E-02
-1.468000E-02,+1.200000E-02,+1.440000E-02
-1.467000E-02,+1.200000E-02,+1.600000E-02
-1.466000E-02,+1.200000E-02,+1.520000E-02
-1.465000E-02,+1.120000E-02,+1.440000E-02
-1.464000E-02,+1.200000E-02,+1.440000E-02
-1.463000E-02,+1.200000E-02,+1.520000E-02
-1.462000E-02,+1.200000E-02,+1.520000E-02
-1.461000E-02,+1.120000E-02,+1.520000E-02
-1.460000E-02,+1.120000E-02,+1.440000E-02
-1.459000E-02,+1.200000E-02,+1.520000E-02
-1.458000E-02,+1.200000E-02,+1.440000E-02
-1.457000E-02,+1.200000E-02,+1.520000E-02
-1.456000E-02,+1.200000E-02,+1.520000E-02
