Record Length,Analog:7000
Sample Interval,CH:0.0000099999997
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:+2.000000E-02 CH2:+2.000000E-02,,,
Vertical Offset,CH1:+0.000000E+00 CH2:+0.000000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,5000.0000000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ4R4722,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2
Second,Volt,Volt
-1.580000E-03,+1.200000E-02,+1.440000E-02
-1.570000E-03,+1.200000E-02,+1.520000E-02
-1.560000E-03,+1.120000E-02,+1.520000E-02
-1.550000E-03,+1.200000E-02,+1.440000E-02
-1.540000E-03,+1.280000E-02,+1.520000E-02
-1.530000E-03,+1.200000E-02,+1.520000E-02
-1.520000E-03,+1.120000E-02,+1.600000E-02
-1.510000E-03,+1.120000E-02,+1.440000E-02
-1.500000E-03,+1.120000E-02,+1.440000E-02
-1.490000E-03,+1.120000E-02,+1.440000E-02
-1.480000E-03,+1.120000E-02,+1.520000E-02
-1.470000E-03,+1.200000E-02,+1.520000E-02
-1.460000E-03,+1.200000E-02,+1.440000E-02
-1.450000E-03,+1.200000E-02,+1.600000E-02
-1.440000E-03,+1.200000E-02,+1.600000E-02
-1.430000E-03,+1.120000E-02,+1.520000E-02
-1.420000E-03,+1.200000E-02,+1.520000E-02
-1.410000E-03,+1.280000E-02,+1.600000E-02
-1.400000E-03,+1.200000E-02,+1.520000E-02
-1.390000E-03,+1.120000E-02,+1.600000E-02
-1.380000E-03,+1.200000E-02,+1.520000E-02
-1.370000E-03,+1.120000E-02,+1.600000E-02
-1.360000E-03,+1.120000E-02,+1.440000E-02
-1.350000E-03,+1.200000E-02,+1.440000E-02
-1.340000E-03,+1.120000E-02,+1.520000E-02
-1.330000E-03,+1.120000E-02,+1.360000E-02
-1.320000E-03,+1.120000E-02,+1.440000E-02
-1.310000E-03,+1.200000E-02,+1.520000E-02
-1.300000E-03,+1.200000E-02,+1.520000E-02
-1.290000E-03,+1.200000E-02,+1.600000E-02
-1.280000E-03,+1.200000E-02,+1.520000E-02
-1.270000E-03,+1.120000E-02,+1.600000E-02
-1.260000E-03,+1.200000E-02,+1.520000E-02
-1.250000E-03,+1.200000E-02,+1.520000E-02
-1.240000E-03,+1.200000E-02,+1.600000E-02
-1.230000E-03,+1.200000E-02,+1.520000E-02
-1.220000E-03,+1.200000E-02,+1.440000E-02
-1.210000E-03,+1.200000E-02,+1.600000E-02
-1.200000E-03,+1.280000E-02,+1.440000E-02
-1.190000E-03,+1.120000E-02,+1.520000E-02
-1.180000E-03,+1.200000E-02,+1.520000E-02
-1.170000E-03,+1.120000E-02,+1.520000E-02
-1.160000E-03,+1.200000E-02,+1.520000E-02
-1.150000E-03,+1.120000E-02,+1.440000E-02
-1.140000E-03,+1.200000E-02,+1.520000E-02
-1.130000E-03,+1.200000E-02,+1.520000E-02
-1.120000E-03,+1.120000E-02,+1.520000E-02
-1.110000E-03,+1.200000E-02,+1.520000E-02
-1.100000E-03,+1.200000E-02,+1.600000E-02
-1.090000E-03,+1.200000E-02,+1.600000E-02
-1.080000E-03,+1.200000E-02,+1.520000E-02
-1.070000E-03,+1.120000E-02,+1.600000E-02
-1.060000E-03,+1.200000E-02,+1.440000E-02
-1.050000E-03,+1.200000E-02,+1.600000E-02
-1.040000E-03,+1.280000E-02,+1.520000E-02
-1.030000E-03,+1.280000E-02,+1.600000E-02
-1.020000E-03,+1.200000E-02,+1.520000E-02
-1.010000E-03,+1.280000E-02,+1.520000E-02
-1.000000E-03,+1.280000E-02,+1.520000E-02
-9.900000E-04,+1.200000E-02,+1.600000E-02
-9.800000E-04,+1.120000E-02,+1.520000E-02
-9.700000E-04,+1.120000E-02,+1.600000E-02
-9.600000E-04,+1.120000E-02,+1.520000E-02
-9.500000E-04,+1.120000E-02,+1.440000E-02
-9.400000E-04,+1.200000E-02,+1.440000E-02
-9.300000E-04,+1.120000E-02,+1.440000E-02
-9.200000E-04,+1.120000E-02,+1.600000E-02
-9.100000E-04,+1.200000E-02,+1.440000E-02
-9.000000E-04,+1.200000E-02,+1.520000E-02
-8.900000E-04,+1.120000E-02,+1.440000E-02
-8.800000E-04,+1.200000E-02,+1.440000E-02
-8.700000E-04,+1.200000E-02,+1.520000E-02
-8.600000E-04,+1.280000E-02,+1.440000E-02
-8.500000E-04,+1.200000E-02,+1.520000E-02
-8.400000E-04,+1.200000E-02,+1.520000E-02
-8.300000E-04,+1.120000E-02,+1.520000E-02
-8.200000E-04,+1.120000E-02,+1.520000E-02
-8.100000E-04,+1.120000E-02,+1.440000E-02
-8.000000E-04,+1.200000E-02,+1.600000E-02
-7.900000E-04,+1.200000E-02,+1.440000E-02
-7.800000E-04,+1.120000E-02,+1.600000E-02
-7.700000E-04,+1.200000E-02,+1.440000E-02
-7.600000E-04,+1.200000E-02,+1.600000E-02
-7.500000E-04,+1.200000E-02,+1.440000E-02
-7.400000E-04,+1.280000E-02,+1.600000E-02
-7.300000E-04,+1.120000E-02,+1.520000E-02
-7.200000E-04,+1.200000E-02,+1.440000E-02
-7.100000E-04,+1.200000E-02,+1.600000E-02
-7.000000E-04,+1.200000E-02,+1.520000E-02
-6.900000E-04,+1.200000E-02,+1.440000E-02
-6.800000E-04,+1.120000E-02,+1.440000E-02
-6.700000E-04,+1.200000E-02,+1.440000E-02
-6.600000E-04,+1.200000E-02,+1.440000E-02
-6.500000E-04,+1.280000E-02,+1.440000E-02
-6.400000E-04,+1.200000E-02,+1.520000E-02
-6.300000E-04,+1.200000E-02,+1.520000E-02
-6.200000E-04,+1.120000E-02,+1.520000E-02
-6.100000E-04,+1.120000E-02,+1.440000E-02
-6.000000E-04,+1.280000E-02,+1.520000E-02
-5.900000E-04,+1.200000E-02,+1.520000E-02
-5.800000E-04,+1.200000E-02,+1.520000E-02
-5.700000E-04,+1.120000E-02,+1.520000E-02
-5.600000E-04,+1.200000E-02,+1.600000E-02
-5.500000E-04,+1.200000E-02,+1.520000E-02
-5.400000E-04,+1.120000E-02,+1.600000E-02
-5.300000E-04,+1.200000E-02,+1.600000E-02
-5.200000E-04,+1.200000E-02,+1.440000E-02
-5.100000E-04,+1.120000E-02,+1.440000E-02
-5.000000E-04,+1.200000E-02,+1.440000E-02
-4.900000E-04,+1.200000E-02,+1.520000E-02
-4.800000E-04,+1.200000E-02,+1.440000E-02
-4.700000E-04,+1.200000E-02,+1.520000E-02
-4.600000E-04,+1.200000E-02,+1.600000E-02
-4.500000E-04,+1.120000E-02,+1.520000E-02
-4.400000E-04,+1.200000E-02,+1.520000E-02
-4.300000E-04,+1.120000E-02,+1.520000E-02
-4.200000E-04,+1.120000E-02,+1.520000E-02
-4.100000E-04,+1.200000E-02,+1.520000E-02
-4.000000E-04,+1.120000E-02,+1.680000E-02
-3.900000E-04,+1.120000E-02,+1.520000E-02
-3.800000E-04,+1.120000E-02,+1.440000E-02
-3.700000E-04,+1.200000E-02,+1.440000E-02
-3.600000E-04,+1.200000E-02,+1.440000E-02
-3.500000E-04,+1.200000E-02,+1.520000E-02
-3.400000E-04,+1.200000E-02,+1.520000E-02
-3.300000E-04,+1.200000E-02,+1.520000E-02
-3.200000E-04,+1.120000E-02,+1.520000E-02
-3.100000E-04,+1.200000E-02,+1.520000E-02
-3.000000E-04,+1.120000E-02,+1.520000E-02
-2.900000E-04,+1.200000E-02,+1.520000E-02
-2.800000E-04,+1.120000E-02,+1.440000E-02
-2.700000E-04,+1.120000E-02,+1.520000E-02
-2.600000E-04,+1.200000E-02,+1.520000E-02
-2.500000E-04,+1.040000E-02,+1.440000E-02
-2.400000E-04,+1.200000E-02,+1.600000E-02
-2.300000E-04,+1.200000E-02,+1.520000E-02
-2.200000E-04,+1.200000E-02,+1.520000E-02
-2.100000E-04,+1.120000E-02,+1.520000E-02
-2.000000E-04,+1.280000E-02,+1.440000E-02
-1.900000E-04,+1.200000E-02,+1.600000E-02
-1.800000E-04,+1.200000E-02,+1.520000E-02
-1.700000E-04,+1.200000E-02,+1.360000E-02
-1.600000E-04,+1.120000E-02,+1.440000E-02
-1.500000E-04,+1.200000E-02,+1.520000E-02
-1.400000E-04,+1.200000E-02,+1.520000E-02
-1.300000E-04,+1.200000E-02,+1.440000E-02
-1.200000E-04,+1.120000E-02,+1.440000E-02
-1.100000E-04,+1.360000E-02,+1.520000E-02
-1.000000E-04,+1.120000E-02,+1.520000E-02
-9.000000E-05,+1.280000E-02,+1.520000E-02
-8.000000E-05,+1.120000E-02,+1.600000E-02
-7.000000E-05,+1.200000E-02,+1.520000E-02
-6.000000E-05,+1.120000E-02,+1.680000E-02
-5.000000E-05,+1.120000E-02,+1.520000E-02
-4.000000E-05,+1.200000E-02,+1.520000E-02
-3.000000E-05,+1.040000E-02,+1.440000E-02
-2.000000E-05,+1.200000E-02,+1.520000E-02
-1.000000E-05,+1.280000E-02,+1.600000E-02
+0.000000E+00,+1.120000E-02,+1.520000E-02
+1.000000E-05,+1.200000E-02,+1.520000E-02
+2.000000E-05,+1.200000E-02,+1.520000E-02
+3.000000E-05,+1.200000E-02,+1.520000E-02
+4.000000E-05,+1.200000E-02,+1.520000E-02
+5.000000E-05,+1.200000E-02,+1.600000E-02
+6.000000E-05,+1.200000E-02,+1.600000E-02
+7.000000E-05,+1.200000E-02,+1.440000E-02
+8.000000E-05,+1.200000E-02,+1.440000E-02
+9.000000E-05,+1.200000E-02,+1.440000E-02
+1.000000E-04,+1.120000E-02,+1.520000E-02
+1.100000E-04,+1.200000E-02,+1.440000E-02
+1.200000E-04,+1.200000E-02,+1.520000E-02
+1.300000E-04,+1.200000E-02,+1.600000E-02
+1.400000E-04,+1.360000E-02,+1.440000E-02
+1.500000E-04,+1.200000E-02,+1.520000E-02
+1.600000E-04,+1.200000E-02,+1.440000E-02
+1.700000E-04,+1.200000E-02,+1.440000E-02
+1.800000E-04,+1.200000E-02,+1.520000E-02
+1.900000E-04,+1.200000E-02,+1.520000E-02
+2.000000E-04,+1.200000E-02,+1.440000E-02
+2.100000E-04,+1.120000E-02,+1.520000E-02
+2.200000E-04,+1.120000E-02,+1.440000E-02
+2.300000E-04,+1.200000E-02,+1.440000E-02
+2.400000E-04,+1.120000E-02,+1.360000E-02
+2.500000E-04,+1.200000E-02,+1.520000E-02
+2.600000E-04,+1.120000E-02,+1.440000E-02
+2.700000E-04,+1.200000E-02,+1.520000E-02
+2.800000E-04,+1.280000E-02,+1.600000E-02
+2.900000E-04,+1.120000E-02,+1.520000E-02
+3.000000E-04,+1.200000E-02,+1.600000E-02
+3.100000E-04,+1.120000E-02,+1.520000E-02
+3.200000E-04,+1.200000E-02,+1.520000E-02
+3.300000E-04,+1.280000E-02,+1.440000E-02
+3.400000E-04,+1.120000E-02,+1.440000E-02
+3.500000E-04,+1.120000E-02,+1.520000E-02
+3.600000E-04,+1.120000E-02,+1.520000E-02
+3.700000E-04,+1.200000E-02,+1.680000E-02
+3.800000E-04,+1.280000E-02,+1.520000E-02
+3.900000E-04,+1.120000E-02,+1.520000E-02
+4.000000E-04,+1.280000E-02,+1.440000E-02
+4.100000E-04,+1.120000E-02,+1.600000E-02
+4.200000E-04,+1.280000E-02,+1.600000E-02
+4.300000E-04,+1.200000E-02,+1.600000E-02
+4.400000E-04,+1.200000E-02,+1.520000E-02
+4.500000E-04,+1.120000E-02,+1.520000E-02
+4.600000E-04,+1.280000E-02,+1.600000E-02
+4.700000E-04,+1.200000E-02,+1.440000E-02
+4.800000E-04,+1.120000E-02,+1.520000E-02
+4.900000E-04,+1.280000E-02,+1.440000E-02
+5.000000E-04,+1.200000E-02,+1.440000E-02
+5.100000E-04,+1.200000E-02,+1.520000E-02
+5.200000E-04,+1.200000E-02,+1.520000E-02
+5.300000E-04,+1.200000E-02,+1.440000E-02
+5.400000E-04,+1.120000E-02,+1.600000E-02
+5.500000E-04,+1.200000E-02,+1.600000E-02
+5.600000E-04,+1.200000E-02,+1.440000E-02
+5.700000E-04,+1.200000E-02,+1.600000E-02
+5.800000E-04,+1.200000E-02,+1.440000E-02
+5.900000E-04,+1.200000E-02,+1.520000E-02
+6.000000E-04,+1.200000E-02,+1.600000E-02
+6.100000E-04,+1.120000E-02,+1.520000E-02
+6.200000E-04,+1.200000E-02,+1.520000E-02
+6.300000E-04,+1.200000E-02,+1.520000E-02
+6.400000E-04,+1.200000E-02,+1.520000E-02
+6.500000E-04,+1.120000E-02,+1.520000E-02
+6.600000E-04,+1.200000E-02,+1.440000E-02
+6.700000E-04,+1.200000E-02,+1.520000E-02
+6.800000E-04,+1.200000E-02,+1.520000E-02
+6.900000E-04,+1.120000E-02,+1.520000E-02
+7.000000E-04,+1.120000E-02,+1.360000E-02
+7.100000E-04,+1.200000E-02,+1.520000E-02
+7.200000E-04,+1.200000E-02,+1.520000E-02
+7.300000E-04,+1.200000E-02,+1.440000E-02
+7.400000E-04,+1.200000E-02,+1.520000E-02
+7.500000E-04,+1.120000E-02,+1.440000E-02
+7.600000E-04,+1.200000E-02,+1.440000E-02
+7.700000E-04,+1.280000E-02,+1.520000E-02
+7.800000E-04,+1.200000E-02,+1.440000E-02
+7.900000E-04,+1.040000E-02,+1.520000E-02
+8.000000E-04,+1.200000E-02,+1.520000E-02
+8.100000E-04,+1.200000E-02,+1.520000E-02
+8.200000E-04,+1.120000E-02,+1.440000E-02
+8.300000E-04,+1.120000E-02,+1.440000E-02
+8.400000E-04,+1.200000E-02,+1.520000E-02
+8.500000E-04,+1.280000E-02,+1.440000E-02
+8.600000E-04,+1.120000E-02,+1.520000E-02
+8.700000E-04,+1.280000E-02,+1.600000E-02
+8.800000E-04,+1.120000E-02,+1.520000E-02
+8.900000E-04,+1.120000E-02,+1.600000E-02
+9.000000E-04,+1.280000E-02,+1.360000E-02
+9.100000E-04,+1.200000E-02,+1.520000E-02
+9.200000E-04,+1.200000E-02,+1.520000E-02
+9.300000E-04,+1.200000E-02,+1.600000E-02
+9.400000E-04,+1.120000E-02,+1.520000E-02
+9.500000E-04,+1.120000E-02,+1.520000E-02
+9.600000E-04,+1.200000E-02,+1.520000E-02
+9.700000E-04,+1.280000E-02,+1.440000E-02
+9.800000E-04,+1.200000E-02,+1.600000E-02
+9.900000E-04,+1.200000E-02,+1.600000E-02
+1.000000E-03,+1.120000E-02,+1.520000E-02
+1.010000E-03,+1.200000E-02,+1.520000E-02
+1.020000E-03,+1.200000E-02,+1.520000E-02
+1.030000E-03,+1.200000E-02,+1.520000E-02
+1.040000E-03,+1.200000E-02,+1.600000E-02
+1.050000E-03,+1.120000E-02,+1.520000E-02
+1.060000E-03,+1.280000E-02,+1.520000E-02
+1.070000E-03,+1.200000E-02,+1.520000E-02
+1.080000E-03,+1.200000E-02,+1.600000E-02
+1.090000E-03,+1.200000E-02,+1.600000E-02
+1.100000E-03,+1.120000E-02,+1.520000E-02
+1.110000E-03,+1.200000E-02,+1.520000E-02
+1.120000E-03,+1.200000E-02,+1.520000E-02
+1.130000E-03,+1.200000E-02,+1.520000E-02
+1.140000E-03,+1.200000E-02,+1.680000E-02
+1.150000E-03,+1.280000E-02,+1.440000E-02
+1.160000E-03,+1.280000E-02,+1.520000E-02
+1.170000E-03,+1.200000E-02,+1.520000E-02
+1.180000E-03,+1.200000E-02,+1.520000E-02
+1.190000E-03,+1.200000E-02,+1.440000E-02
+1.200000E-03,+1.280000E-02,+1.520000E-02
+1.210000E-03,+1.200000E-02,+1.520000E-02
+1.220000E-03,+1.120000E-02,+1.600000E-02
+1.230000E-03,+1.200000E-02,+1.360000E-02
+1.240000E-03,+1.200000E-02,+1.600000E-02
+1.250000E-03,+1.120000E-02,+1.520000E-02
+1.260000E-03,+1.120000E-02,+1.440000E-02
+1.270000E-03,+1.200000E-02,+1.600000E-02
+1.280000E-03,+1.120000E-02,+1.600000E-02
+1.290000E-03,+1.120000E-02,+1.520000E-02
+1.300000E-03,+1.200000E-02,+1.520000E-02
+1.310000E-03,+1.200000E-02,+1.520000E-02
+1.320000E-03,+1.200000E-02,+1.360000E-02
+1.330000E-03,+1.200000E-02,+1.520000E-02
+1.340000E-03,+1.200000E-02,+1.520000E-02
+1.350000E-03,+1.200000E-02,+1.520000E-02
+1.360000E-03,+1.200000E-02,+1.520000E-02
+1.370000E-03,+1.200000E-02,+1.520000E-02
+1.380000E-03,+1.120000E-02,+1.600000E-02
+1.390000E-03,+1.200000E-02,+1.600000E-02
+1.400000E-03,+1.200000E-02,+1.520000E-02
+1.410000E-03,+1.120000E-02,+1.520000E-02
+1.420000E-03,+1.200000E-02,+1.520000E-02
+1.430000E-03,+1.200000E-02,+1.600000E-02
+1.440000E-03,+1.200000E-02,+1.440000E-02
+1.450000E-03,+1.200000E-02,+1.520000E-02
+1.460000E-03,+1.200000E-02,+1.440000E-02
+1.470000E-03,+1.200000E-02,+1.360000E-02
+1.480000E-03,+1.200000E-02,+1.440000E-02
+1.490000E-03,+1.280000E-02,+1.440000E-02
+1.500000E-03,+1.200000E-02,+1.520000E-02
+1.510000E-03,+1.200000E-02,+1.520000E-02
+1.520000E-03,+1.200000E-02,+1.520000E-02
+1.530000E-03,+1.200000E-02,+1.520000E-02
+1.540000E-03,+1.200000E-02,+1.440000E-02
+1.550000E-03,+1.200000E-02,+1.440000E-02
+1.560000E-03,+1.200000E-02,+1.520000E-02
+1.570000E-03,+1.200000E-02,+1.520000E-02
+1.580000E-03,+1.120000E-02,+1.520000E-02
+1.590000E-03,+1.200000E-02,+1.520000E-02
+1.600000E-03,+1.200000E-02,+1.520000E-02
+1.610000E-03,+1.120000E-02,+1.520000E-02
+1.620000E-03,+1.040000E-02,+1.440000E-02
+1.630000E-03,+1.120000E-02,+1.520000E-02
+1.640000E-03,+1.120000E-02,+1.520000E-02
+1.650000E-03,+1.120000E-02,+1.520000E-02
+1.660000E-03,+1.200000E-02,+1.440000E-02
+1.670000E-03,+1.120000E-02,+1.440000E-02
+1.680000E-03,+1.200000E-02,+1.520000E-02
+1.690000E-03,+1.200000E-02,+1.520000E-02
+1.700000E-03,+1.120000E-02,+1.600000E-02
+1.710000E-03,+1.200000E-02,+1.600000E-02
+1.720000E-03,+1.200000E-02,+1.440000E-02
+1.730000E-03,+1.200000E-02,+1.520000E-02
+1.740000E-03,+1.200000E-02,+1.600000E-02
+1.750000E-03,+1.200000E-02,+1.440000E-02
+1.760000E-03,+1.200000E-02,+1.440000E-02
+1.770000E-03,+1.200000E-02,+1.440000E-02
+1.780000E-03,+1.200000E-02,+1.440000E-02
+1.790000E-03,+1.200000E-02,+1.520000E-02
+1.800000E-03,+1.280000E-02,+1.520000E-02
+1.810000E-03,+1.120000E-02,+1.600000E-02
+1.820000E-03,+1.200000E-02,+1.520000E-02
+1.830000E-03,+1.200000E-02,+1.600000E-02
+1.840000E-03,+1.280000E-02,+1.520000E-02
+1.850000E-03,+1.120000E-02,+1.520000E-02
+1.860000E-03,+1.120000E-02,+1.440000E-02
+1.870000E-03,+1.120000E-02,+1.440000E-02
+1.880000E-03,+1.200000E-02,+1.440000E-02
+1.890000E-03,+1.120000E-02,+1.520000E-02
+1.900000E-03,+1.280000E-02,+1.520000E-02
+1.910000E-03,+1.200000E-02,+1.600000E-02
+1.920000E-03,+1.280000E-02,+1.520000E-02
+1.930000E-03,+1.200000E-02,+1.600000E-02
+1.940000E-03,+1.280000E-02,+1.520000E-02
+1.950000E-03,+1.200000E-02,+1.520000E-02
+1.960000E-03,+1.200000E-02,+1.520000E-02
+1.970000E-03,+1.120000E-02,+1.520000E-02
+1.980000E-03,+1.200000E-02,+1.520000E-02
+1.990000E-03,+1.280000E-02,+1.520000E-02
+2.000000E-03,+1.200000E-02,+1.520000E-02
+2.010000E-03,+1.120000E-02,+1.600000E-02
+2.020000E-03,+1.120000E-02,+1.520000E-02
+2.030000E-03,+1.040000E-02,+1.520000E-02
+2.040000E-03,+1.120000E-02,+1.600000E-02
+2.050000E-03,+1.120000E-02,+1.360000E-02
+2.060000E-03,+1.200000E-02,+1.520000E-02
+2.070000E-03,+1.200000E-02,+1.600000E-02
+2.080000E-03,+1.120000E-02,+1.440000E-02
+2.090000E-03,+1.200000E-02,+1.440000E-02
+2.100000E-03,+1.200000E-02,+1.520000E-02
+2.110000E-03,+1.200000E-02,+1.520000E-02
+2.120000E-03,+1.280000E-02,+1.520000E-02
+2.130000E-03,+1.120000E-02,+1.360000E-02
+2.140000E-03,+1.200000E-02,+1.440000E-02
+2.150000E-03,+1.200000E-02,+1.360000E-02
+2.160000E-03,+1.200000E-02,+1.680000E-02
+2.170000E-03,+1.120000E-02,+1.520000E-02
+2.180000E-03,+1.200000E-02,+1.520000E-02
+2.190000E-03,+1.120000E-02,+1.440000E-02
+2.200000E-03,+1.200000E-02,+1.680000E-02
+2.210000E-03,+1.120000E-02,+1.520000E-02
+2.220000E-03,+1.200000E-02,+1.520000E-02
+2.230000E-03,+1.280000E-02,+1.520000E-02
+2.240000E-03,+1.120000E-02,+1.440000E-02
+2.250000E-03,+1.120000E-02,+1.520000E-02
+2.260000E-03,+1.280000E-02,+1.520000E-02
+2.270000E-03,+1.120000E-02,+1.520000E-02
+2.280000E-03,+1.120000E-02,+1.520000E-02
+2.290000E-03,+1.120000E-02,+1.600000E-02
+2.300000E-03,+1.120000E-02,+1.600000E-02
+2.310000E-03,+1.200000E-02,+1.520000E-02
+2.320000E-03,+1.200000E-02,+1.520000E-02
+2.330000E-03,+1.200000E-02,+1.600000E-02
+2.340000E-03,+1.200000E-02,+1.600000E-02
+2.350000E-03,+1.200000E-02,+1.520000E-02
+2.360000E-03,+1.120000E-02,+1.600000E-02
+2.370000E-03,+1.120000E-02,+1.520000E-02
+2.380000E-03,+1.200000E-02,+1.600000E-02
+2.390000E-03,+1.200000E-02,+1.600000E-02
+2.400000E-03,+1.200000E-02,+1.440000E-02
+2.410000E-03,+1.200000E-02,+1.520000E-02
+2.420000E-03,+1.200000E-02,+1.440000E-02
+2.430000E-03,+1.200000E-02,+1.520000E-02
+2.440000E-03,+1.120000E-02,+1.520000E-02
+2.450000E-03,+1.200000E-02,+1.600000E-02
+2.460000E-03,+1.120000E-02,+1.520000E-02
+2.470000E-03,+1.120000E-02,+1.600000E-02
+2.480000E-03,+1.120000E-02,+1.440000E-02
+2.490000E-03,+1.200000E-02,+1.520000E-02
+2.500000E-03,+1.200000E-02,+1.520000E-02
+2.510000E-03,+1.200000E-02,+1.520000E-02
+2.520000E-03,+1.280000E-02,+1.520000E-02
+2.530000E-03,+1.120000E-02,+1.520000E-02
+2.540000E-03,+1.120000E-02,+1.600000E-02
+2.550000E-03,+1.120000E-02,+1.520000E-02
+2.560000E-03,+1.200000E-02,+1.440000E-02
+2.570000E-03,+1.200000E-02,+1.520000E-02
+2.580000E-03,+1.200000E-02,+1.520000E-02
+2.590000E-03,+1.200000E-02,+1.680000E-02
+2.600000E-03,+1.120000E-02,+1.440000E-02
+2.610000E-03,+1.280000E-02,+1.520000E-02
+2.620000E-03,+1.120000E-02,+1.520000E-02
+2.630000E-03,+1.120000E-02,+1.600000E-02
+2.640000E-03,+1.280000E-02,+1.520000E-02
+2.650000E-03,+1.120000E-02,+1.520000E-02
+2.660000E-03,+1.120000E-02,+1.440000E-02
+2.670000E-03,+1.120000E-02,+1.440000E-02
+2.680000E-03,+1.200000E-02,+1.680000E-02
+2.690000E-03,+1.120000E-02,+1.440000E-02
+2.700000E-03,+1.200000E-02,+1.520000E-02
+2.710000E-03,+1.120000E-02,+1.440000E-02
+2.720000E-03,+1.200000E-02,+1.520000E-02
+2.730000E-03,+1.120000E-02,+1.600000E-02
+2.740000E-03,+1.200000E-02,+1.520000E-02
+2.750000E-03,+1.200000E-02,+1.600000E-02
+2.760000E-03,+1.200000E-02,+1.440000E-02
+2.770000E-03,+1.200000E-02,+1.520000E-02
+2.780000E-03,+1.200000E-02,+1.520000E-02
+2.790000E-03,+1.120000E-02,+1.520000E-02
+2.800000E-03,+1.280000E-02,+1.520000E-02
+2.810000E-03,+1.200000E-02,+1.520000E-02
+2.820000E-03,+1.200000E-02,+1.520000E-02
+2.830000E-03,+1.120000E-02,+1.680000E-02
+2.840000E-03,+1.200000E-02,+1.520000E-02
+2.850000E-03,+1.200000E-02,+1.440000E-02
+2.860000E-03,+1.280000E-02,+1.520000E-02
+2.870000E-03,+1.280000E-02,+1.520000E-02
+2.880000E-03,+1.120000E-02,+1.600000E-02
+2.890000E-03,+1.200000E-02,+1.520000E-02
+2.900000E-03,+1.280000E-02,+1.680000E-02
+2.910000E-03,+1.120000E-02,+1.520000E-02
+2.920000E-03,+1.120000E-02,+1.440000E-02
+2.930000E-03,+1.120000E-02,+1.520000E-02
+2.940000E-03,+1.280000E-02,+1.440000E-02
+2.950000E-03,+1.200000E-02,+1.520000E-02
+2.960000E-03,+1.200000E-02,+1.600000E-02
+2.970000E-03,+1.200000E-02,+1.520000E-02
+2.980000E-03,+1.200000E-02,+1.520000E-02
+2.990000E-03,+1.200000E-02,+1.520000E-02
+3.000000E-03,+1.280000E-02,+1.520000E-02
+3.010000E-03,+1.120000E-02,+1.600000E-02
+3.020000E-03,+1.120000E-02,+1.520000E-02
+3.030000E-03,+1.200000E-02,+1.680000E-02
+3.040000E-03,+1.200000E-02,+1.440000E-02
+3.050000E-03,+1.120000E-02,+1.520000E-02
+3.060000E-03,+1.200000E-02,+1.520000E-02
+3.070000E-03,+1.200000E-02,+1.520000E-02
+3.080000E-03,+1.200000E-02,+1.520000E-02
+3.090000E-03,+1.200000E-02,+1.520000E-02
+3.100000E-03,+1.280000E-02,+1.440000E-02
+3.110000E-03,+1.280000E-02,+1.520000E-02
+3.120000E-03,+1.120000E-02,+1.520000E-02
+3.130000E-03,+1.120000E-02,+1.600000E-02
+3.140000E-03,+1.120000E-02,+1.520000E-02
+3.150000E-03,+1.120000E-02,+1.600000E-02
+3.160000E-03,+1.200000E-02,+1.520000E-02
+3.170000E-03,+1.120000E-02,+1.520000E-02
+3.180000E-03,+1.200000E-02,+1.600000E-02
+3.190000E-03,+1.120000E-02,+1.520000E-02
+3.200000E-03,+1.200000E-02,+1.360000E-02
+3.210000E-03,+1.200000E-02,+1.520000E-02
+3.220000E-03,+1.200000E-02,+1.520000E-02
+3.230000E-03,+1.280000E-02,+1.520000E-02
+3.240000E-03,+1.120000E-02,+1.440000E-02
+3.250000E-03,+1.120000E-02,+1.440000E-02
+3.260000E-03,+1.200000E-02,+1.440000E-02
+3.270000E-03,+1.120000E-02,+1.440000E-02
+3.280000E-03,+1.200000E-02,+1.600000E-02
+3.290000E-03,+1.280000E-02,+1.440000E-02
+3.300000E-03,+1.200000E-02,+1.440000E-02
+3.310000E-03,+1.120000E-02,+1.520000E-02
+3.320000E-03,+1.120000E-02,+1.520000E-02
+3.330000E-03,+1.200000E-02,+1.600000E-02
+3.340000E-03,+1.120000E-02,+1.440000E-02
+3.350000E-03,+1.120000E-02,+1.600000E-02
+3.360000E-03,+1.200000E-02,+1.440000E-02
+3.370000E-03,+1.200000E-02,+1.520000E-02
+3.380000E-03,+1.200000E-02,+1.520000E-02
+3.390000E-03,+1.200000E-02,+1.360000E-02
+3.400000E-03,+1.200000E-02,+1.440000E-02
+3.410000E-03,+1.200000E-02,+1.520000E-02
+3.420000E-03,+1.280000E-02,+1.600000E-02
+3.430000E-03,+1.120000E-02,+1.440000E-02
+3.440000E-03,+1.120000E-02,+1.600000E-02
+3.450000E-03,+1.200000E-02,+1.520000E-02
+3.460000E-03,+1.200000E-02,+1.440000E-02
+3.470000E-03,+1.200000E-02,+1.600000E-02
+3.480000E-03,+1.200000E-02,+1.520000E-02
+3.490000E-03,+1.200000E-02,+1.520000E-02
+3.500000E-03,+1.200000E-02,+1.440000E-02
